"depth","SH20_age","surface","kcps","cps","cps_acf_sum","MSE","Mg","Al","Si","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Br","Rb","Sr","Zr","Pb","Mo_inc","Mo_coh","coh_inc","sum","scatter_sum"
120,3022.99,7.57,54382,305428,290019,2.34,0,0,0,0.0903389088301111,0.0268947896517125,0.0241363496874343,0.13792199821391,0.256190111682338,0.0124129798392519,0.0689609991069551,0.0572376292587727,4.41109030787638,0.0427558194463121,0.0479278943793338,0.206882997320865,0,0.293084246204559,0.136887583227306,0.0965453987497371,1.16371685992987,0.532723718101228,79.0306841965526,13.3636072119413,0.169093907610687,100,92.3942914084939
120.5,3028.4,7.55,56250,310963,295354,2.42,0,0,0,0.088029957271613,0.0169288379368487,0.0318262153212755,0.149650927361742,0.282373016786636,0.024716103387799,0.0575580489852855,0.0494322067755981,4.21595779979279,0.0240389498703251,0,0.140509354875844,0,0.57388760605917,0,0.108005986037094,1.13152352769896,0.5705018384718,79.1311443217292,13.403915301638,0.169388619569822,100,92.5350596233672
121,3033.81,7.55,57897,313392,297489,2.37,0,0,0.0161350503716104,0.106222414946435,0.00907596583403084,0.0302532194467695,0.130424990503851,0.262194568538669,0.011428994013224,0.0450436822874123,0.0225218411437062,3.35709891794318,0,0,0.19462904510755,0,0.509934821119436,0.130424990503851,0.0443713885219285,1.07667846542225,0.68204202508328,80.1088443606318,13.262675258581,0.165558189790823,100,93.3715196192128
121.5,3039.21,7.58,57285,311802,295904,2.66,0,0,0,0.0611684870768898,0.0246701632962042,0.0128420028117227,0.0939493889910241,0.150048664431708,0,0.042919325186547,0.0294014274899968,2.88742294798313,0,0.00168973721206878,0.148020979777225,0,0.427165567210987,0.105439602033092,0,1.09731534551747,0.735711582134746,80.7180707256407,13.4641640532064,0.166804829849946,100,94.1822347788472
122,3044.62,7.59,60022,314014,298165,2.36,0,0,0.0147569298878138,0.0664061844951621,0.0288430902352724,0.00167692385088793,0.0905538879479483,0.109000050307716,0,0.052655408917881,0.0114030821860379,2.86888132409907,0.0368923247195345,0,0.119396978183221,0,0.403132493753459,0,0,1.14030821860379,0.610735666493385,81.1818959301058,13.263461506213,0.163379548534223,100,94.4453574363188
122.5,3050.02,7.65,58348,313584,298398,2.39,0,0,0.017761513146871,0.0690353152501022,0.0123995469138533,0.00402147467476324,0.0985261295316993,0.140751613616713,0,0.0499333105449768,0.0221181107111978,2.93835749569367,0.0234586022694522,0.0251342167172702,0.152816037641003,0,0.364948826734764,0.0388742551893779,0,1.09283574286691,0.775809489339741,80.8782230443904,13.2949952747673,0.164382880512474,100,94.1732183191576
123,3055.43,7.68,55540,311523,296718,2.28,0,0,0.00235914235064944,0.0768406365640103,0.0279726878719862,0.00572934570872006,0.174576533948058,0.123349442905385,0,0.037746277610391,0.0121327320890543,3.39076159855486,0.0219063218274591,0.0208952608200379,0.0815589212653091,0,0.43711537554176,0.048530928356217,0.00134808134322825,1.14923934510208,0.679095976651231,80.4292290996839,13.2796122918057,0.165109282290235,100,93.7088413914896
123.5,3060.84,7.64,60302,315640,300252,2.33,0,0,0.00466274995670304,0.0899244634507014,0.00732717850339048,0.00766023207172642,0.0902575170190373,0.161530980642927,0.00999160705007793,0.0373019996536243,0.0116568748917576,2.6714226716225,0.0309739818552416,0.0276434461718823,0.14487830222613,0,0.362029228781157,0.00233137497835152,0.0296417675818979,1.11273197181035,0.628805137018238,81.2594087633055,13.3098197514088,0.163794198776144,100,94.5692285147143
124,3066.24,7.65,58975,313986,298482,2.25,0,0.0184265717865734,0.0234520004556389,0.082082001594736,0.0335028577937698,0.0113909716498817,0.0988334304916209,0.110224402141503,0,0.0666706870096019,0.0231169718777012,2.33782941684926,0,0.00971582876019324,0.130326116817765,0,0.348764749633144,0.0160813717410095,0,1.16623447980113,0.512928752822616,81.6880079870813,13.3224114016926,0.163088949406129,100,95.0104193887739
124.5,3071.65,7.62,60372,317962,301654,2.3,0,0,0.00629860701333316,0.073262744734033,0.0119342027621049,0.00928215770385939,0.123651600840698,0.0875174869221028,0.00198903379368415,0.0596710138105246,0.0291724956407009,3.00907662421185,0,0.0570189687522791,0.126635151531225,0,0.447201097946654,0.0586764969136826,0,1.12314108216699,0.559581507289809,80.9656096057072,13.2502801222593,0.163653187900228,100,94.2158897279665
125,3077.05,7.6,59763,316590,300196,2.25,0,0,0,0.061626404082666,0.00799477674585937,0,0.111260643046543,0.127250196538262,0.00932723953683593,0.0329784540766699,0.0153233220962305,2.96139855294541,0.0183213633759277,0.0309797598902051,0.16655784887207,0,0.327785846580234,0.0133246279097656,0.00832789244360351,1.06696957987448,0.639249023971006,80.9234633372863,13.4778611307279,0.16655072058091,100,94.4013244680142
125.5,3082.46,7.59,60378,317548,300979,2.41,0,0.00332249093790597,0.0102997219075085,0.0860525152917645,0.0182737001584828,0.0136222128454145,0.134228633891401,0.102997219075085,0.00299024184411537,0.0458503749431023,0.0119609673764615,3.17098535113746,0.0564823459444014,0.0102997219075085,0.141205864861004,0,0.468803471338532,0,0,1.13662414985763,0.715996797118736,80.734868545646,13.1351356739174,0.16269470565238,100,93.8700042195635
126,3087.87,7.55,59058,317155,301739,2.24,0,0.00795389392819622,0.0139193143743434,0.0758934045648723,0.0215417960555314,0.00497118370512264,0.115662874205853,0.0878242454571666,0,0.0371181716649157,0.0155763756093843,3.14477081186058,0.0115994286452862,0.0238616817845887,0.139524555990442,0,0.347982859358585,0.0573343187324144,0,1.07211861907145,0.616095367188199,80.8728735761701,13.3333775216329,0.16486835365229,100,94.2062510978031
126.5,3093.27,7.55,58634,314991,299454,2.26,0,0,0,0.0691258089723296,0.0237098185364029,0.0116879387151282,0.115543622726696,0.0991805085255164,0.0203704074749377,0.041074756056022,0.0263813473855751,3.1039825816319,0,0.00601093991063736,0.137583735732366,0,0.327930166235883,0,0,1.09265529931141,0.769734249667729,80.9509974820841,13.2040313370334,0.163111409960769,100,94.1550288191175
127,3098.68,7.52,61134,314925,299322,2.33,0,0,0.00935447444558034,0.070492646714909,0.0116930930569754,0.00701585583418526,0.0972197165594243,0.0688222048496268,0.0106908279378061,0.053788228062087,0,2.63595726341532,0.0220498326217251,0,0.147667060890947,0,0.305022684600531,0,0.0250566279792331,1.11953013811213,0.628420229719165,81.4657793279478,13.3214397872525,0.163521909409666,100,94.7872191152003
127.5,3104.09,7.48,59840,313365,297420,2.5,0,0.00504337300786766,0.00874184654697061,0.0685898729070002,0.0242081904377648,0.00268979893752942,0.135834846345236,0.0460628068051913,0,0.0548046533521619,0.0154663438907942,2.61381211754421,0,0.00134489946876471,0.121377177056015,0,0.297895232331383,0,0,1.15930334207518,0.563176652545222,81.4007127967184,13.4809360500303,0.165612014770634,100,94.8816488467487
128,3109.49,7.49,60341,313792,298397,2.43,0,0,0.00569710821489492,0.0754029028441975,0.027480169036552,0,0.0914888554509596,0.0586467022121536,0.00536198420225404,0.0455768657191594,0.0144103325435577,2.31537180333582,0.0308314091629607,0.0311665331756016,0.172923990522693,0,0.266423590049498,0,0,1.13372453476409,0.566694705375724,81.7099367620988,13.4488617512911,0.164592732343532,100,95.1587985133899
128.5,3114.9,7.53,57006,311186,295425,2.39,0,0,0.0152322924600152,0.0731150038080731,0.0260641448760261,0.00744689853600745,0.113734450368114,0.0690530591520691,0,0.0511128035880511,0.00981636625200982,2.66192773123466,0.0500973174240501,0,0.121858339680122,0,0.25962596259626,0.115765422696116,0,1.25209444021325,0.801218583396801,81.0950325801811,13.2768046035373,0.163719085881248,100,94.3718371837184
129,3120.3,7.52,57535,310844,294964,2.53,0,0,0.00813658615966694,0.0891634233330169,0.0247487829023203,0.0166121967426533,0.133236598364546,0.0823829348666278,0.0179682944359312,0.0518707367678768,0.0254268317489592,3.12411006088879,0,0.0149170746260561,0.181039042052589,0,0.297663443674482,0,0,1.20116353182083,0.622787865637841,80.8874981353657,13.2212744606121,0.1634526319319,100,94.1087725959778
129.5,3125.71,7.53,55702,311342,296519,2.12,0,0.00843116292716487,0.00944290247842465,0.0853233688229085,0.0343991447428327,0.00708217685881849,0.149062960552275,0.0681237964514921,0.00472145123921233,0.0559829218363747,0.0246189957473214,3.01329763016872,0,0,0.106907145916451,0,0.433699020973361,0.00708217685881849,0,1.25152182490835,0.627953014815239,80.7941480984355,13.3182022062667,0.164841173769671,100,94.1123503047022
130,3131.12,7.5,57776,315162,300696,2.31,0,0,0.00798148295953388,0.0794822678053582,0.0216165163487376,0.0116396626493202,0.164285524250406,0.142669007901668,0,0.048886583127145,0.00698379758959215,3.4041024822412,0,0.0259398196184851,0.191555591028813,0,0.469244685662596,0.0545401335568148,0,1.24378109452736,0.426676776545082,80.4224199856333,13.2781945885546,0.165105633366001,100,93.7006145741879
130.5,3136.52,7.44,60744,322283,306687,2.49,0,0,0.00293458803275,0.0668433940793056,0.023476704262,0.0176075281965,0.124230893386417,0.0939068170480001,0,0.0472794738609723,0.0394539057736389,4.35688503262284,0.0218463775771389,0,0.1232526973755,0,0.378887921561723,0.0642348713835278,0,1.20122470140567,0.717343741338889,79.4885339124254,13.2320574396698,0.166464982914993,100,92.7205913520951
131,3141.93,7.46,59339,317509,301037,2.31,0,0,0.00664370160478612,0.0707554220909722,0.0186023644934011,0.0166092540119653,0.128887811132851,0.0817175297388693,0,0.0425196902706312,0.0122908479688543,3.34742905357149,0,0.0056471463640682,0.154798247391517,0,0.386995618478792,0.00597933144430751,0,1.13540860425795,0.671346047163638,80.7927264754831,13.1216428545328,0.162411190053286,100,93.9143693300159
131.5,3147.33,7.5,58982,314332,298879,2.62,0,0,0.0076954218931407,0.0903375613542604,0.0170637615891381,0.00334583560571335,0.113758410594254,0.074946717567979,0.0160600109074241,0.0361350245417042,0.01003750681714,2.77737813630265,0.0204095971948514,0.0113758410594254,0.120115498245109,0,0.396481519277032,0.0612287915845543,0,1.15297494972882,0.791624704311778,81.1833551370287,13.1156755743963,0.161556214968678,100,94.299030711425
132,3152.74,7.5,60554,315304,298787,2.51,0,0,0,0.0779819737806531,0.0117140303962354,0,0.089361317594139,0.0763085408669052,0,0.0572314056501789,0.0227586876269717,2.42614303835174,0.00769779140324043,0.0334686582749584,0.176045142526281,0,0.274442997854659,0,0,1.09342106584289,0.534829159233835,81.7980701971639,13.3205259934334,0.16284645788496,100,95.1185961905973
132.5,3158.15,7.41,60978,313897,297315,2.65,0,0,0.00538149773808923,0.0628962548139179,0.0205169601264652,0.00269074886904462,0.0968669592856062,0.11065704723946,0.00840859021576442,0.0457427307737585,0.0232077089955098,2.58379160150009,0.0104266518675479,0.0168171804315288,0.106957267544523,0,0.290264534248188,0.0598691623362427,0,1.14356826934396,0.661251534567714,81.4277786186368,13.3229066814658,0.163616236467201,100,94.7506853001026
133,3163.55,7.46,57365,310243,293824,2.22,0,0,0.00136135918100632,0.0891690263559137,0.0149749509910695,0.0173573295578305,0.113673491614027,0.271931496406012,0.0166766499673274,0.0483282509257242,0.0231431060771074,5.05744935743847,0.0340339795251579,0.00272271836201263,0.173232955783054,0,0.486005227619255,0.136816597691135,0.0592191243737748,1.01046885210194,0.66604497930734,78.4520665432368,13.3253240034851,0.169853065580384,100,91.7773905467218
133.5,3168.96,7.45,55267,313085,298036,2.2,0,0.00436188916775155,0.00436188916775155,0.0748231757237381,0.0194607362868915,0.0486518407172288,0.159041189654941,0.380826477338308,0,0.0312042840462226,0.041941241997611,6.49686615039794,0.00335529935980888,0,0.157699069911017,0,0.795205948274705,0.0520071400770377,0.0439544216134964,1.10188030976124,0.564025822383873,77.1933591915071,12.8269739226134,0.166166805758398,100,90.0203331141204
134,3174.36,7.45,46872,286794,271698,2.07,0,0.00920139272280252,0.00699305846932992,0.0898055929745526,0.0136180612297477,0.106736155584509,0.18218757591149,0.603611362615845,0.0287083452951439,0.065513916186354,0.0695625289843871,9.21979550824813,0.106736155584509,0,0.175930628859984,0,0.840271183446326,0.276041781684076,0.514909936768029,1.24623663037637,0.787271161362984,72.506606599975,13.1502624237205,0.181366402875141,100,85.6568690236954
134.5,3179.77,7.46,56532,313802,298103,2.38,0,0,0,0.0865472672197194,0.0124118173919753,0.0533372693330829,0.155315444661744,0.511232694739738,0.0258299983562728,0.0640718141045209,0.0462927243268266,6.0019523453303,0.025159089308058,0.00335454524107439,0.173094534439439,0,1.2354790122877,0.144245445366199,0.353569068409241,1.14322901815815,0.709821773011342,76.2699469646397,12.9851091736749,0.170251975915166,100,89.2550561383146
135,3185.18,7.47,58009,320534,305461,2.26,0,0.00294636631190234,0.00982122103967446,0.0788971423520515,0.021279312252628,0.063837936757884,0.114908286164191,0.292345012947643,0,0.0209519382179722,0.0311005332923025,4.99376352463981,0.0278267929457443,0,0.131276987896982,0,0.932688624734418,0.107706057401763,0.0242256785645303,1.17429066231041,0.758198264262868,77.8073141906823,13.4066214672249,0.172305413786284,100,91.2139356579072
135.5,3190.58,7.5,58441,313038,296313,2.34,0,0,0.00641213851569118,0.0917948250667369,0.0242986301647245,0.0320606925784559,0.121830631798132,0.238261568004104,0.00843702436275155,0.0320606925784559,0.0070871004647113,3.86921937275786,0,0.00404977169412074,0.184602093057004,0,0.777556165271183,0.0229487062666842,0,0.937859628163462,0.747520358539787,79.8824216284807,13.0115789722354,0.162884132791442,100,92.8940006007161
136.5,3201.39,7.37,52462,304315,289696,2.44,0,0,0.0131171987186568,0.0800839500717994,0.0210565558378438,0.0162239036783387,0.110460620788689,0.0614437203137082,0,0.0390064067160057,0.0107008726389042,2.40873191207335,0.0231276924776317,0.0141527670385508,0.175701424942008,0,0.337250082845466,0.0831906550314813,0,1.08182370484922,0.709364299127361,81.4778250303767,13.3367392024743,0.163685508265618,100,94.814564232851
137,3206.8,7.34,56915,312328,296531,2.53,0,0,0.00674465738826632,0.076889094226236,0.0178733420789057,0.0084308217353329,0.105891120995781,0.103193258040475,0.006407424518853,0.0583412864085037,0.0242807665977588,2.82061571977297,0.0283275610307185,0.00674465738826632,0.0718306011850363,0,0.240109803022281,0.0553061905837838,0,1.14288219444173,0.685257190647858,81.4086891421133,13.1321851678239,0.161311836687351,100,94.5408743099372
137.5,3212.21,7.41,54802,309080,293633,2.2,0,0.0091951517710884,0.0183903035421768,0.0987627412450235,0.0316721894337489,0,0.129753808325359,0.107276770662698,0,0.0429107082650792,0.030309944726921,3.31774698347938,0.0442729529719071,0.00408673412048373,0.107957893016112,0,0.382790762618643,0,0,0.999887614811687,0.603474405124765,80.8516072784735,13.2199037574115,0.163508236909611,100,94.0715110358849
138,3217.61,7.43,58233,314386,298598,2.33,0,0.00468857795430646,0.00368388267838365,0.0853990984534391,0.0174147181159954,0.012726140161689,0.13697345595081,0.0967856449138976,0.00535837480492167,0.0592770212794459,0.0103818511845357,3.56231454999699,0.0123912417363814,0.0311455535536072,0.0870735905799771,0,0.499333552133638,0.0395180141862973,0,1.10683929564163,0.525120730882323,80.5655094809744,13.1380652248173,0.163073073197903,100,93.7035747057917
138.5,3223.02,7.4,55408,309579,294589,2.33,0,0,0.00712857574451184,0.0709463014572846,0.0271564790267118,0.00373401586617287,0.149021178659081,0.0723041254086201,0,0.0383585266252304,0.0128993275376881,3.63353689377404,0,0,0.155470842427925,0,0.360841715067433,0.0122204155620203,0,1.18096738167413,0.503073773969836,80.5030058827723,13.269334564427,0.164830299426952,100,93.7723404471993
139,3228.42,7.46,58377,318403,303226,2.37,0,0,0.00593616642372356,0.0877233482616926,0.0277021099773766,0.00461701832956277,0.147414799522468,0.0824467558850494,0.00824467558850494,0.0547446459076728,0.0131914809416079,3.39416804627572,0.0689254879199013,0.0102233977297461,0.135872253698561,0,0.402999742766122,0,0,1.18063754427391,0.567893254536221,80.4921081965267,13.3151510754355,0.16542182052091,100,93.8072592719622
139.5,3233.83,7.48,58897,314906,298605,2.41,0,0,0.0103816078096482,0.090085564541786,0.0200934344702868,0.0170794192997438,0.142663384739037,0.0602803034108605,0.00736759263910517,0.0298052611309255,0.00368379631955259,3.79832889603322,0.00870715493712429,0,0.137640026121465,0,0.429999497664138,0.0321494951524589,0,1.11083203563236,0.608161283300681,80.3268532007167,13.1658880460809,0.163903943967314,100,93.4927412467976
140,3239.24,7.49,56585,315615,300063,2.2,0,0,0.0163299040534821,0.0806497302233198,0.0186627474896938,0.0153301140093914,0.110310168198012,0.0813162569193803,0.00933137374484692,0.0363257049352969,0.0136637972692401,4.28576665566898,0.0159966407054519,0.0156633773574216,0.193292741857543,0,0.532888093500365,0,0,1.07943998426997,0.432575825743261,79.9502104558043,13.1122464282501,0.164005152125252,100,93.0624568840544
140.5,3244.62,7.54,57985,316911,301222,2.41,0,0,0.0126152804244046,0.0939506410554342,0.021910750210808,0.013611223615805,0.108225826798839,0.0547768755270199,0.00365179170180133,0.0272224472316099,0,3.8337173247638,0.00331981063800121,0,0.119845164031844,0,0.491663955487979,0.0305422578696111,0,1.13437929500501,0.557064225056603,80.2358393477236,13.2576637828578,0.165233689715666,100,93.4935031305814
