Marion Island,PB1,PB1_1A,32,44,45.3,44.7,0.65,1634.77,247.1,343.48,830.5,585.13,586.81,357.25,903.84,625.46,626.23,362.29,856.49,605.65,606.61,17843.81818,53673.90909,1.360909091,17.90909091,599.7272727,1472.363636,131.6363636,15633.63636,199.2727273,188.1818182,137.0909091,36.90909091,67,1459.272727,862,26079.63636,4919.090909,0.188784788,9.792390367,103.0903399,312.5809568,30.61461327,3507.163534,72.18738243,45.33170674,34.75760218,44.19831342,42.93017587,447.8142675,95.66399532,1188.488727,222.6654237,0.187351734,0.008324653,4573.268115,823.1882607,37810.7568,4915.398384,15989.14162,2238.479827,523.7464391,62.84957269,41892.79642,7540.703356,18.97802487,1.328461741,31.2414405,16.87037787,45.7672747,6.407418458,87.38332267,7.86449904,8.593039332,1.374886293,385.7181504,7.714363008,197.5983924,9.87991962,0.032978184,0.002319937,7.034763366,0.024512162,0.004175589,17.03476338
Marion Island,PB1,PB1_1B,39,46.4,47.6,47,0.6,1723.12,238.845,397.06,889.87,649.33,649.09,427.14,930.08,685.28,682.7,419.76,897.45,663.65,662.56,18223.53846,54931,1.334615385,19.46153846,509.3846154,1038.692308,122.3846154,16753.92308,175.2307692,185.9230769,119.8461538,41.38461538,37.92307692,1200.769231,817.1538462,27081.38462,4963.846154,0.183735067,11.25178049,125.7467948,246.4695331,36.69590909,2820.622138,47.01268241,32.96326627,30.39968792,43.55368041,44.21248228,131.7631422,69.97481232,1760.984173,170.5983813,0.096876726,0.008714645,4438.860201,798.9948362,35780.25835,4651.433586,14153.99091,1981.558727,517.3790221,62.08548265,41782.67485,7520.881473,22.23236511,1.556265558,41.34347364,22.32547577,44.24220161,6.193908225,77.76789376,6.999110438,8.614199678,1.378271948,341.4057384,6.828114768,176.5003252,8.82501626,0.03570366,0.002251323,6.305579528,0.018079087,0.0029479,16.30557945
Marion Island,PB1,PB1_1B,41,49.3,50.5,49.9,0.6,1830.5,253.13,458.31,941.55,733.19,723.27,497.85,981.77,759.83,754.74,457.83,964.09,738.39,732.52,16071.90909,66787.09091,1.356363636,69.36363636,1364.181818,2255.181818,259.0909091,37993.90909,238.0909091,171.7272727,104.5454545,60.27272727,72.18181818,1738.272727,726.1818182,16348,4016.909091,0.247630758,40.63563148,531.0280253,521.1302751,70.32276238,7981.198487,88.67970968,32.54255955,51.83312384,40.46749537,40.7819033,232.5824976,91.20067783,2198.612017,347.3880984,0.158003366,0.019098787,8579.334172,1544.280151,60397.75166,7851.707716,19379.59354,2713.143096,1055.296149,126.6355379,74332.03609,13379.7665,35.14007772,2.45980544,47.34327699,25.56536957,50.31560728,7.044185019,103.8651099,9.347859891,16.4500648,2.632010368,511.7163841,10.23432768,243.6359699,12.1817985,0.038131554,0.002292439,6.011920682,0.014390117,0.002304134,16.01192055
Marion Island,PB1,PB1_1B,42,50.6,51.8,51.2,0.6,1878.53,226.975,491.75,968.33,765.75,756.38,553.51,994.46,794.08,788.83,527.72,981.67,772.45,767.39,15603.69231,65775.23077,1.354615385,80.46153846,1542.923077,2497,257.7692308,36975.38462,194.6923077,171,124.6923077,79.15384615,61.76923077,1607.846154,701.9230769,16194.46154,3884.615385,0.242483117,28.08206837,382.7491479,310.7490949,67.42174952,6399.861646,52.42357074,35.59494346,33.49224939,31.23792074,51.97299595,137.5365686,106.7328921,2480.248631,340.9397646,0.13746193,0.02124784,6114.128317,1100.543097,51827.23723,6737.54084,18233.81632,2552.734285,880.5487604,105.6658512,65826.87683,11848.83783,32.34773869,2.264341708,72.51241901,39.15670627,51.72438273,7.241413582,95.36897347,8.583207612,11.75398313,1.880637301,440.388663,8.80777326,228.9655343,11.44827672,0.036979969,0.002387062,6.455013825,0.013722123,0.002257977,16.45501372
Marion Island,PB1,PB1_1B,44,53.3,54.5,53.9,0.6,1980.2,196.23,569.32,1008.52,837.44,824.79,643.97,1052.21,869.24,859.64,624.08,1016.54,850.91,840.41,16945.46154,76043.46154,1.376923077,118.2307692,2186.923077,2986.846154,337,45487.84615,215.6923077,223.5384615,140.1538462,124.8461538,60.46153846,1737.153846,671.1538462,16203.07692,4008.076923,0.250592846,41.51135155,612.4742799,328.991349,76.82339054,4387.676128,72.66404959,21.36436045,34.15368734,37.59176806,69.31764492,155.5810861,41.25701184,2363.368869,231.3141664,0.097874762,0.025376638,6085.950991,1095.471178,50668.12079,6586.855703,17231.49344,2412.409082,807.1621441,96.85945729,61529.99604,11075.39929,44.30881777,3.101617244,85.66749658,46.26044815,55.39246919,7.754945687,97.01418486,8.731276637,12.38336299,1.981338078,437.9821679,8.759643358,218.5784771,10.92892386,0.034433286,0.002485038,7.216964526,0.018271054,0.003145721,17.21696445
Marion Island,PB1,PB1_1B,45,54.7,55.8,55.2,0.55,2030.05,198.09,597.37,1039.47,873.89,860.26,703.75,1078.12,900.25,894.19,650.44,1046.62,888.01,875.68,16674,77864.16667,1.378333333,118.1666667,2209.916667,3336.916667,332.8333333,48023.5,259,178,106.0833333,102.9166667,62.16666667,2075.25,704.0833333,14820.66667,3984,0.26950347,41.92164408,364.0642946,329.4660855,66.5484558,4493.824803,106.5926827,32.32224115,34.56340243,24.87955836,61.18650079,146.8234097,84.09243651,1368.919237,282.4474207,0.206328769,0.011653478,5971.77161,1074.91889,52137.26958,6777.845045,17539.18581,2455.486013,795.0788946,95.40946735,62090.22227,11176.24001,46.36802899,3.245762029,110.4083356,59.62050122,54.30724473,7.603014262,99.41379483,8.947241535,11.91461022,1.906337635,460.3240616,9.206481232,220.0644131,11.00322066,0.032419688,0.002288092,7.057722309,0.010214264,0.001742321,17.05772228
Marion Island,PB1,PB1_1B,46,56,57.7,56.8,0.85,2091.11,159.51,678.04,1067.32,902.91,895.65,815.51,1115.67,939.37,945.11,757.57,1076.59,921.65,919.82,15703.22222,77928,1.403888889,172.2222222,2910,3258.777778,434.9444444,50206.16667,201.0555556,148.7777778,130.8333333,105,85.22222222,1986,654.5555556,12691.55556,3692.277778,0.294419522,51.27269145,607.7093926,337.8483049,70.05499707,4694.764684,79.7396294,34.53311379,41.5893793,50.57783751,41.65482185,198.8582114,104.908488,1860.554099,300.1573716,0.161326871,0.030618416,7275.637169,1309.61469,59688.22795,7759.469634,18368.00203,2571.520284,966.1091978,115.9331037,69022.61633,12424.07094,36.58043093,2.560630165,62.43668675,33.71581085,62.48854446,8.748396224,98.6333706,8.877003354,14.90909256,2.38545481,498.3007666,9.966015332,235.4340181,11.77170091,0.034371209,0.00388456,11.30178461,0.013823366,0.002944624,21.30178459
Marion Island,PB1,PB1_1B,52,64.3,65.4,64.9,0.55,2400.08,357.565,996.5,1715.58,1240.53,1270.99,1020.76,1738.14,1248.04,1285.85,992.64,1707.77,1238.08,1270.14,15811.5,71909.25,1.430833333,90.41666667,2369.583333,3602.5,284.5833333,41813.91667,212,131.3333333,130.8333333,124.8333333,59.33333333,2464.916667,765.4166667,14497.16667,3880.5,0.26823745,16.64308938,212.3986211,320.4328039,35.09327398,3166.445741,83.19309412,23.95956189,32.94301784,32.22035871,31.67256723,159.3706134,102.6728771,970.043751,156.075448,0.160895267,0.011196424,5582.114343,1004.780582,53503.31048,6955.430362,19759.52586,2766.33362,675.5517271,81.06620725,55145.10882,9926.119588,23.6322384,1.654256688,37.44748852,20.2216438,48.02260133,6.723164186,97.63871281,8.787484153,10.19846496,1.631754394,551.4510882,11.02902176,232.6041937,11.63020969,0.074024226,0.001483199,2.003667548,0.058853211,0.007064544,12.00366751
Marion Island,PB1,PB1_1B,54,66.9,68.1,67.5,0.6,2499.09,380.43,1081.85,1904.57,1392.77,1414.32,1092.2,1918.59,1426.45,1447.08,1092.56,1853.42,1385.56,1410.17,17487.38462,67951.38462,1.383846154,58.38461538,1443.076923,3015.307692,230.3076923,33420.23077,236.1538462,157.9230769,137.2307692,59.69230769,53.15384615,2032.538462,871,19994.84615,4481.076923,0.22515501,20.58129596,253.8557535,318.7256879,41.43344988,3140.159262,85.70088113,32.77565544,51.08677886,38.8252165,46.70268756,264.454979,109.3945459,2173.722723,330.9102249,0.152232031,0.013989081,5139.243725,925.0638705,48214.4705,6267.881165,20035.274,2804.93836,622.734525,74.728143,49708.5435,8947.53783,21.47423775,1.503196643,44.00779775,23.76421079,44.9569015,6.29396621,85.7867325,7.720805925,10.06049975,1.60967996,496.7792725,9.93558545,260.6667525,13.03333763,0.036630037,0.001434137,3.915194684,0.025603188,0.003562733,13.91519467
Marion Island,PB1,PB1_1B,57,70.8,72,71.4,0.6,2647.86,463.81,1194.02,2139.67,1607.85,1622.26,1240.19,2210.01,1662.11,1677.82,1220.71,2148.33,1602.27,1621.81,15893.23077,68179,1.410769231,85.61538462,1812.615385,3134.230769,310.8461538,37935.15385,255.9230769,135.8461538,116.3846154,81.53846154,81.53846154,2271,776.8461538,15706.53846,4129.615385,0.264085902,39.24185364,452.9627539,244.9405213,42.53007985,2049.014676,67.16331034,24.88924183,33.29799409,47.28744616,51.22274134,192.9913642,94.42796739,1398.191905,177.78336,0.127152331,0.01558686,5962.569172,1073.262451,47830.07389,6217.909606,21583.66777,3021.713488,706.3493503,84.76192204,57544.1121,10357.94018,22.93900739,1.605730517,31.66776459,17.10059288,44.4717921,6.226050894,102.3212025,9.208908225,10.71782217,1.714851547,524.5580637,10.49116127,268.1074548,13.40537274,0.021598272,0.001181114,5.468557761,0.005818608,0.000900055,15.46855787
Marion Island,PB1,PB1_1B,62,77.7,78.9,78.3,0.6,2906.71,498.74,1530.56,2466.31,2023.8,2018.02,1519.99,2518.7,2070.44,2059.48,1487.25,2484.73,2009.84,2007.29,18248.84615,66842.23077,1.417692308,45.38461538,1079.538462,2644.692308,198.6153846,30791.84615,292,164.2307692,135.0769231,70.53846154,51.69230769,1767.153846,847.2307692,22383.61538,4693.153846,0.210580766,29.13628454,370.5342124,614.6374791,44.95653171,4733.446187,71.85053932,34.85243618,50.70250082,35.42272196,49.22462902,213.7353684,84.58639946,2194.764321,278.1629757,0.126739337,0.011434997,5264.353752,947.5836754,38970.60587,5066.178763,20092.56561,2812.959185,575.5242044,69.06290453,52812.80934,9506.305681,24.17201658,1.692041161,37.3921461,20.19175889,39.51227571,5.531718599,94.45367825,8.500831043,9.441136029,1.510581765,465.9206978,9.318413956,253.3576038,12.66788019,0.02894356,0.001214403,4.195761734,0.01129748,0.001603763,14.19576171
Marion Island,PB1,PB1_1B,64,80.4,81.5,81,0.55,3009.64,471.77,1663.26,2606.7,2195.07,2178.43,1691.29,2603.84,2216.88,2202.15,1656.1,2599.64,2180.54,2163.38,19450.58333,64025.41667,1.3575,26.66666667,787.5833333,2457.5,150.3333333,23119.5,172.0833333,179.25,120.5,44.5,33.91666667,1442.416667,1006.333333,27547.83333,5111.333333,0.185739516,18.18257574,160.1428103,325.0441928,30.23042818,2584.998242,63.18725178,25.00590839,43.18985571,38.05856731,44.34668858,184.5532485,82.25164639,1356.004212,183.2992255,0.135176,0.006266448,3567.259715,642.1067487,32020.30072,4162.639094,17955.59469,2513.783257,456.6288204,54.79545845,43148.48701,7766.727662,17.92500594,1.254750416,31.24334654,16.87140713,43.98661868,6.158126615,83.81316773,7.543185096,6.637758174,1.062041308,386.5194115,7.73038823,239.2040042,11.96020021,0.046374368,0.001169491,2.521848221,0.010398233,0.001302051,12.52184831
Marion Island,PB1,PB1_1B,65,81.7,82.8,82.3,0.55,3058.43,421.045,1792.04,2631.85,2261.46,2247.45,1778.93,2633.8,2291.61,2275.51,1786.71,2628.8,2258.08,2240.64,18342.75,67634.66667,1.411666667,43.25,1073.75,2639.916667,191.5833333,31128.41667,257,138.0833333,98,62.91666667,32.16666667,1895.583333,936.75,22775.08333,4775.583333,0.21004471,22.70412458,204.5985537,377.7012909,33.2468955,5141.199426,75.81676476,32.24750401,47.44374659,51.26128848,41.34518403,157.4475141,76.73582191,1555.31613,260.3457346,0.167390879,0.009535857,4342.971443,781.7348597,36077.95721,4690.134437,18292.79638,2560.991493,514.981336,61.79776032,43519.29717,7833.473491,18.86015376,1.320210763,30.47007742,16.45384181,40.27640183,5.638696256,88.38830769,7.954947692,7.745921289,1.239347406,428.9221796,8.578443592,235.6026175,11.78013088,0.039201711,0.001306786,3.333491732,0.023505538,0.003134109,13.33349171
Marion Island,PB1,PB1_1B,66,83,84.1,83.6,0.55,3107.49,400.835,1884.89,2666.17,2328.15,2316.46,1841.45,2674.72,2368.89,2348.87,1863.97,2665.64,2341.12,2317.91,18904.33333,63114.5,1.319166667,43.33333333,949.6666667,2104.083333,148.6666667,23379.91667,152.0833333,174.25,127.0833333,60.41666667,35.33333333,1559.416667,940.75,26735.16667,5044.833333,0.18922426,20.67204231,274.2511567,454.0877885,33.54598833,3720.978524,47.81680635,39.52473334,42.52370106,30.38079038,45.14085699,140.7024315,74.02226324,2161.448245,251.8664268,0.116526698,0.008258043,4009.199321,721.6558778,33623.07526,4370.999784,16696.80175,2337.552245,479.1042361,57.49250833,43807.25015,7885.305027,18.06270504,1.264389353,29.45980204,15.9082931,41.21203391,5.769684747,79.16775438,7.125097894,7.807503175,1.249200508,400.1003901,8.002007802,227.6687595,11.38343798,0.033940142,0.001392705,4.103414659,0.010116842,0.00142682,14.10341456
Marion Island,PB1,PB1_1B,67,84.3,85.4,84.9,0.55,3155.81,393.89,1953.3,2707.33,2401.23,2385.48,1944.81,2728.78,2439.5,2420.51,1928.46,2716.24,2416.95,2395.17,17636.09091,64678.36364,1.339090909,48.81818182,1129.818182,2548.454545,192.6363636,28673.54545,159.4545455,164.0909091,114.9090909,52.45454545,63.27272727,1803.454545,940.4545455,22475.54545,4671.363636,0.208509625,23.4726146,278.5450837,465.7961708,34.96647745,4299.083004,66.69387324,43.55560709,48.67330797,53.01766429,40.5119511,312.5589108,105.353086,2729.874772,478.104439,0.175137865,0.00925991,4866.164345,875.9095821,61232.19139,7960.184881,18645.98996,2610.438594,767.6621211,92.11945453,56835.40498,10230.3729,26.84557695,1.879190387,61.39360058,33.15254431,36.60114857,5.1241608,82.38325202,7.414492682,9.523142377,1.52370278,414.5633709,8.291267418,232.1064193,11.60532097,0.031401656,0.001418476,4.517202249,0.009360173,0.001358835,14.51720215
Marion Island,PB1,PB1_1B,68,85.6,86.6,86.1,0.5,3200.37,331.46,2056.98,2746.13,2464.24,2452.04,2091.49,2740.72,2496.23,2483.07,2070.5,2733.42,2472.72,2461.7,18191.66667,64933,1.381666667,35.66666667,1158.666667,3313.5,184.5,27310.16667,245,177,144.3333333,122.6666667,45.33333333,1956.333333,940.8333333,22639.83333,4703.833333,0.207835867,10.8012345,154.824632,413.8099805,20.16680441,1898.983667,55.38230764,28.50964749,55.57937267,63.56938466,65.14496655,280.6290553,103.6598604,620.4422348,108.3335897,0.174607052,0.004995657,3482.606716,626.8692089,34472.38333,4481.409833,18764.10578,2626.974809,454.0828716,54.48994459,40065.30353,7211.754635,15.24613069,1.067229148,29.45950461,15.90813249,39.07498882,5.470498435,74.93381275,6.744043148,6.271993137,1.003518902,399.5212471,7.990424942,254.9353,12.746765,0.032226877,0.001462544,4.538274783,0.012986521,0.001888016,14.53827473
Marion Island,PB1,PB1_1C,77,89.2,90.3,89.7,0.55,3335.04,212.705,2365.45,2807.41,2676.18,2628.48,2403.96,2850.31,2723.64,2668.01,2405.77,2831.18,2722.32,2659.99,17434.41667,64597.41667,1.366666667,47.58333333,1300,3825.166667,166.9166667,27577.25,206.75,166.1666667,139.25,144.9166667,61.25,2191.416667,1060.333333,21375.91667,4659.75,0.218045056,12.82368784,186.756526,429.7307473,23.94105767,1342.733042,82.07438422,22.10649157,43.26897902,25.14488321,43.2920841,158.7625204,62.47375206,553.1809598,129.9336369,0.234884507,0.005548709,3031.680891,545.7025604,32998.88575,4289.855148,22143.81355,3100.133897,373.9562367,44.8747484,37869.32381,6816.478286,12.54971777,0.878480244,28.70889717,15.50280447,46.39592631,6.495429683,102.1457624,9.193118616,5.218707731,0.834993237,450.2820056,9.005640112,313.6428668,15.68214334,0.027826967,0.002268696,8.152868869,0.005222455,0.000948025,18.15286903
Marion Island,PB1,PB1_1C,79,91.8,92.9,92.4,0.55,3436.21,206.15,2449.04,2884.15,2756.43,2710.37,2480.77,2930.4,2766.6,2734.45,2492.19,2904.49,2770.93,2733.48,17075.33333,66607.58333,1.385833333,36.66666667,1306.833333,3957.333333,188.1666667,31285.58333,242.3333333,156.0833333,130.9166667,142.3333333,40.91666667,2258.416667,1068.75,19642.16667,4468.5,0.227481383,14.51227276,147.1343439,297.4520078,25.97142952,2277.739608,46.2647192,18.87980322,26.60300165,57.54576571,40.11224781,108.9615932,79.38069951,543.9003641,191.2093094,0.351552089,0.006979592,2909.478926,523.7062067,32868.11347,4272.854751,24511.61008,3431.625411,353.6966545,42.44359854,37601.26579,6768.227842,12.3637857,0.865464999,25.05151339,13.52781723,47.36751669,6.631452337,119.2586413,10.73327772,4.718754893,0.755000783,473.1352636,9.462705272,351.2970843,17.56485422,0.045681063,0.002285192,5.002492937,0.014504372,0.002176017,15.00249281
Marion Island,PB1,PB1_1C,81,94.5,95.6,95.1,0.55,3538.8,241.55,2506.01,2991.18,2796.02,2774.39,2532.11,3042.47,2818.64,2803.08,2538.17,3021.27,2810.96,2797.57,17447,69952.9,1.418,55.4,1635.4,4481.4,215.7,33752.8,189.6,159.5,151,188.2,59.6,2581.9,1099.3,19214.4,4511.8,0.235304158,23.34856646,354.8897168,763.570589,35.78034842,4427.143318,64.16679654,30.54413928,39.17482185,53.67349853,50.79632533,129.6186286,124.9649284,1383.951846,220.5149529,0.159337157,0.009803607,3170.339497,570.6611095,35958.92568,4674.660338,25718.47587,3600.586622,369.9655871,44.39587045,37546.25716,6758.326289,13.46452387,0.942516671,30.9684049,16.72293865,46.29202129,6.480882981,129.1482542,11.62334288,4.905904271,0.784944683,531.0457626,10.62091525,370.5832258,18.52916129,0.038340885,0.002050479,5.34802222,0.008563404,0.001314313,15.348022
Marion Island,PB1,PB1_1C,84,98.5,99.6,99.1,0.55,3690.04,238.89,2613.23,3088.07,2882.26,2870.7,2625.29,3128.92,2913.53,2902.87,2638.53,3116.31,2897.98,2893.08,17307.42857,67550.85714,1.354285714,58.57142857,1523,4601.285714,167.8571429,30468.28571,182,149.5714286,131.7142857,223.8571429,8.142857143,2504.285714,1271.285714,19992.28571,4599.285714,0.230503511,11.07334853,256.3734256,875.4324102,33.08286853,4709.474377,75.94076639,17.83121928,34.96528891,49.16105698,14.14718548,135.0749351,150.0019047,1824.135842,336.0375546,0.184217396,0.009527891,3088.798418,555.9837152,32164.29416,4181.358241,22742.68935,3183.976509,351.2738566,42.15286279,36608.93142,6589.607656,12.41035079,0.868724555,27.5785573,14.89242094,44.25396404,6.195554966,134.7501137,12.12751023,4.98017436,0.796827898,493.0148139,9.860296278,379.5579119,18.9778956,0.034193348,0.002133064,6.238243906,0.017417735,0.002828334,16.23824398
Marion Island,PB1,PB1_1C,86,101.2,102.3,101.8,0.55,3791.98,227.255,2680.28,3156.6,2945.34,2937.45,2697.56,3174.37,2978.78,2966.69,2715.51,3170.02,2963.57,2958.09,15458.1,64199,1.393,74.3,1652.6,4473.4,176.6,31669,218.9,133.1,88.2,247.2,51.8,2617.5,1149.1,16313,4017.4,0.246268089,19.13141686,333.3987269,816.4957916,54.78483164,5584.673531,58.924528,22.25333932,27.78808698,34.32135713,48.60681251,290.4908681,109.4120144,1335.465878,340.3730633,0.254872153,0.005831168,4067.195364,732.0951655,40201.01523,5226.13198,24341.33179,3407.786451,491.8690066,59.02428079,45780.92185,8240.565933,18.13350728,1.26934551,30.79651788,16.63011966,45.27192781,6.338069893,148.6548013,13.37893212,6.283935762,1.005429722,580.8240397,11.61648079,387.168457,19.35842285,0.037619699,0.002226315,5.917950171,0.012923479,0.002057153,15.91795003
Marion Island,PB1,PB1_1C,87,102.6,103.7,103.1,0.55,3841.55,224.055,2724.41,3179.98,2980.07,2973.1,2722.93,3206.58,3010.79,2999.46,2745.65,3193.76,2996.02,2989.52,16703.16667,70746.25,1.3775,88.41666667,2065.416667,5080.333333,217.5,35895.33333,206.3333333,141.5833333,99.16666667,267,34.33333333,2623.25,1192.083333,17079.08333,4210,0.247231843,27.44402016,489.1360581,749.225944,42.35241755,3578.211141,71.82976508,28.04690336,29.10742902,35.54254813,29.68725877,204.7291448,76.71014907,1309.762883,229.2136756,0.175003948,0.014684839,3202.886124,576.5195023,33421.16392,4344.75131,24341.69856,3407.837798,357.7509938,42.93011926,38376.81753,6907.827155,13.00859072,0.91060135,28.65429711,15.47332044,39.09656722,5.473519411,145.9557979,13.13602181,5.159189381,0.825470301,528.0720887,10.56144177,405.9506247,20.29753124,0.041729894,0.002281353,5.46695149,0.009130373,0.00141219,15.46695149
