C:\Data\BAS2023_Mo_batch\MI1K__xrf     2023-09-05  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Ti	Fe	Ni	Cu	Zn	Se	Br	Rb	Sr	Y	Zr	Tc	Rh	Pd	Ag	Cd	In	Sb	Te	I	Dy	Tm	Yb	Lu	Hf	Pb	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000395.spe	413.00	5.35	1	0.017518	-0.011353	0.012272	0.089277	31440	2.95	0.048	0.118	0.397	0.000	0.031	0.000	0.195	1.349	16.721	17.618	194.244	0.165	0.000	0.389	0.086	0.235	0.364	7.138	0.339	2.788	0.000	0.055	0.000	0.154	0.000	0.089	0.911	0.316	0.000	0.000	1.444	0.000	0.000	0.000	0.000	0.650	0.386	0.000	0.587	6.615	0.000	0.000	0.000	0.000	0.000	0.000	42.688	15.050	0.214	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000396.spe	414.00	5.36	1	0.017517	-0.011353	0.012286	0.089277	31214	3.13	0.000	0.090	0.364	0.000	0.018	0.000	0.094	1.530	16.468	17.833	191.270	0.215	0.000	0.332	0.000	0.000	0.268	7.066	0.341	2.917	0.000	0.000	0.000	0.209	0.000	0.000	0.883	0.282	0.000	0.000	1.842	0.000	0.000	0.000	0.000	0.421	0.094	0.000	0.638	6.933	0.000	0.154	0.000	0.000	0.241	0.000	42.068	15.952	0.213	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000397.spe	415.00	5.36	1	0.017516	-0.011353	0.012252	0.089277	30753	3.10	0.015	0.055	0.324	0.000	0.000	0.032	0.376	1.604	16.274	16.747	186.292	0.521	0.000	0.423	0.205	0.175	0.349	7.381	0.665	3.011	0.000	0.000	0.048	0.000	0.000	0.000	0.947	0.254	0.000	0.000	1.859	0.000	0.000	0.000	0.000	0.616	0.479	0.000	0.722	6.582	0.200	0.067	0.000	0.000	0.076	0.000	44.155	15.282	0.213	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000398.spe	416.00	5.35	1	0.017521	-0.011353	0.012295	0.089277	31154	2.63	0.020	0.096	0.352	0.000	0.000	0.000	0.339	1.476	16.550	16.942	188.892	0.276	0.000	0.499	0.016	0.045	0.523	7.206	0.346	2.857	0.000	0.000	0.000	0.076	0.000	0.021	0.751	0.429	0.000	0.000	1.159	0.000	0.000	0.000	0.061	0.216	0.043	0.000	0.800	6.012	0.286	0.138	0.000	0.000	0.372	0.028	44.278	15.911	0.214	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000399.spe	417.00	5.34	1	0.017519	-0.011353	0.012268	0.089277	31697	3.02	0.000	0.091	0.411	0.018	0.042	0.000	0.303	1.591	16.857	17.523	195.669	0.174	0.000	0.374	0.062	0.220	0.361	7.530	0.584	2.759	0.000	0.000	0.044	0.000	0.000	0.000	0.769	0.299	0.000	0.000	1.640	0.000	0.000	0.000	0.094	0.755	0.247	0.000	0.698	6.676	0.000	0.000	0.000	0.000	0.037	0.129	43.210	15.804	0.214	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000400.spe	418.00	5.33	1	0.017518	-0.011353	0.012301	0.089277	30453	2.93	0.000	0.086	0.384	0.000	0.016	0.000	0.504	1.258	16.149	17.008	186.310	0.249	0.000	0.401	0.000	0.160	0.917	7.000	0.346	2.785	0.000	0.000	0.000	0.000	0.088	0.078	0.752	0.335	0.000	0.000	1.366	0.000	0.000	0.000	0.000	0.428	0.000	0.000	0.540	6.361	0.000	0.000	0.000	0.000	0.040	0.000	41.943	14.972	0.210	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000401.spe	419.00	5.36	1	0.017518	-0.011353	0.012272	0.089277	29608	2.99	0.000	0.043	0.193	0.000	0.000	0.000	0.541	1.206	15.602	15.934	178.136	0.411	0.000	0.491	0.097	0.288	0.348	6.840	0.576	2.580	0.000	0.000	0.000	0.000	0.074	0.000	0.690	0.276	0.000	0.000	1.659	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.645	6.853	0.092	0.000	0.000	0.000	0.225	0.174	42.068	15.312	0.208	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000402.spe	420.00	5.34	1	0.017521	-0.011353	0.012191	0.089277	31269	2.75	0.064	0.189	0.487	0.050	0.030	0.000	0.291	1.852	18.166	17.568	193.419	0.339	0.000	0.350	0.000	0.084	0.651	7.523	0.614	2.591	0.000	0.000	0.000	0.000	0.000	0.027	0.793	0.279	0.000	0.000	1.383	0.000	0.000	0.000	0.016	0.741	0.000	0.000	0.788	6.409	0.131	0.201	0.000	0.000	0.238	0.049	44.625	16.011	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000403.spe	421.00	5.34	1	0.017519	-0.011353	0.012152	0.089277	31378	3.15	0.000	0.064	0.311	0.000	0.000	0.000	0.292	1.608	17.509	17.599	192.494	0.360	0.000	0.469	0.000	0.099	0.369	7.585	0.748	2.602	0.000	0.000	0.000	0.000	0.000	0.000	1.050	0.355	0.000	0.000	1.588	0.000	0.000	0.000	0.000	0.586	0.164	0.000	0.841	7.141	0.000	0.000	0.000	0.000	0.052	0.000	45.026	15.263	0.213	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000404.spe	422.00	5.36	1	0.017517	-0.011353	0.012116	0.089277	31149	2.82	0.000	0.097	0.381	0.028	0.043	0.000	0.395	1.613	17.630	18.054	190.614	0.126	0.000	0.539	0.139	0.154	0.425	7.257	0.547	2.842	0.000	0.032	0.000	0.049	0.000	0.030	0.885	0.402	0.000	0.000	1.131	0.000	0.000	0.000	0.000	0.790	0.336	0.000	0.716	6.768	0.000	0.221	0.000	0.000	0.156	0.000	43.131	14.942	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000405.spe	423.00	5.37	1	0.017516	-0.011353	0.012133	0.089277	30371	2.93	0.000	0.104	0.276	0.000	0.000	0.025	0.426	1.383	16.269	16.848	182.995	0.336	0.000	0.463	0.000	0.022	0.283	7.426	0.597	2.785	0.000	0.000	0.000	0.000	0.045	0.011	0.781	0.071	0.000	0.000	1.346	0.000	0.000	0.000	0.000	0.512	0.472	0.000	0.714	6.922	0.129	0.000	0.000	0.000	0.000	0.000	43.722	15.442	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000406.spe	424.00	5.35	1	0.017518	-0.011353	0.012185	0.089277	31396	2.99	0.000	0.048	0.382	0.000	0.025	0.000	0.214	1.730	17.779	17.998	193.255	0.223	0.000	0.377	0.053	0.051	0.272	7.525	0.504	2.555	0.000	0.000	0.000	0.166	0.000	0.000	0.920	0.162	0.000	0.000	1.345	0.000	0.000	0.000	0.000	0.538	0.507	0.000	0.569	6.603	0.018	0.000	0.000	0.000	0.177	0.000	42.739	15.166	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000407.spe	425.00	5.35	1	0.017521	-0.011353	0.012168	0.089277	30773	2.75	0.021	0.086	0.355	0.000	0.000	0.000	0.376	1.507	16.278	17.088	186.806	0.365	0.000	0.454	0.040	0.292	0.275	7.121	0.424	2.660	0.000	0.000	0.046	0.000	0.000	0.000	0.858	0.403	0.000	0.000	1.520	0.000	0.000	0.000	0.000	0.522	0.300	0.000	0.639	6.029	0.130	0.059	0.000	0.000	0.029	0.000	43.422	15.583	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000408.spe	426.00	5.35	1	0.017519	-0.011353	0.012186	0.089277	31382	3.23	0.000	0.078	0.342	0.021	0.026	0.000	0.310	1.730	16.992	17.893	193.599	0.000	0.000	0.385	0.044	0.329	0.000	7.524	0.520	2.717	0.000	0.000	0.000	0.000	0.000	0.000	1.030	0.265	0.000	0.000	1.558	0.000	0.000	0.000	0.000	0.508	0.608	0.000	0.685	6.594	0.000	0.026	0.000	0.000	0.000	0.000	42.944	15.221	0.215	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000409.spe	427.00	5.37	1	0.017516	-0.011353	0.012223	0.089277	30805	2.79	0.000	0.118	0.361	0.000	0.041	0.000	0.235	1.423	17.214	17.430	186.716	0.088	0.000	0.425	0.000	0.108	0.299	7.208	0.339	3.067	0.000	0.000	0.017	0.067	0.000	0.067	0.991	0.215	0.000	0.000	1.501	0.000	0.000	0.000	0.000	0.800	0.226	0.000	0.720	7.072	0.000	0.092	0.000	0.000	0.030	0.026	41.390	16.174	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000410.spe	428.00	5.36	1	0.017515	-0.011353	0.012207	0.089277	31177	2.95	0.000	0.078	0.347	0.000	0.000	0.019	0.336	1.431	18.141	17.886	190.181	0.411	0.000	0.428	0.063	0.061	0.532	7.620	0.470	3.028	0.000	0.000	0.022	0.000	0.000	0.134	0.895	0.088	0.000	0.000	1.401	0.000	0.000	0.000	0.133	0.472	0.201	0.000	0.668	7.101	0.111	0.000	0.000	0.000	0.028	0.000	44.450	15.670	0.214	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000411.spe	429.00	5.35	1	0.017513	-0.011353	0.012190	0.089277	31550	3.38	0.070	0.138	0.442	0.011	0.000	0.000	0.386	1.777	18.895	18.153	194.287	0.334	0.000	0.468	0.067	0.249	0.330	7.551	0.530	2.810	0.000	0.000	0.019	0.000	0.000	0.000	0.796	0.195	0.000	0.000	1.805	0.000	0.000	0.000	0.000	0.552	0.322	0.000	0.655	7.264	0.068	0.009	0.000	0.000	0.145	0.000	44.509	15.141	0.216	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000412.spe	430.00	5.35	1	0.017513	-0.011353	0.012213	0.089277	31749	3.46	0.059	0.081	0.391	0.000	0.037	0.000	0.186	1.806	18.980	18.423	196.650	0.218	0.000	0.440	0.011	0.000	0.528	7.730	0.456	2.998	0.000	0.000	0.000	0.146	0.000	0.000	0.720	0.267	0.000	0.000	1.919	0.000	0.000	0.000	0.000	0.672	0.000	0.032	0.666	7.140	0.000	0.000	0.000	0.000	0.237	0.000	43.227	15.458	0.215	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000413.spe	431.00	5.35	1	0.017512	-0.011353	0.012213	0.089277	30993	3.05	0.035	0.116	0.365	0.000	0.046	0.000	0.252	1.680	17.717	17.643	187.595	0.165	0.000	0.605	0.108	0.015	0.555	7.180	0.548	2.503	0.000	0.000	0.000	0.122	0.000	0.000	0.828	0.049	0.000	0.000	1.251	0.000	0.000	0.000	0.000	0.436	0.150	0.000	0.603	7.104	0.130	0.000	0.000	0.000	0.167	0.000	43.907	15.260	0.211	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000414.spe	432.00	5.37	1	0.017511	-0.011353	0.012235	0.089277	30458	3.47	0.000	0.012	0.284	0.000	0.009	0.025	0.285	1.494	17.424	16.613	186.012	0.023	0.000	0.393	0.080	0.132	0.610	7.349	0.405	2.650	0.000	0.000	0.043	0.077	0.000	0.040	0.797	0.154	0.000	0.000	2.009	0.261	0.000	0.000	0.000	0.516	0.000	0.000	0.678	7.596	0.000	0.047	0.062	0.000	0.227	0.000	41.179	14.866	0.210	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000415.spe	433.00	5.36	1	0.017511	-0.011353	0.012250	0.089277	30260	3.57	0.010	0.086	0.243	0.000	0.000	0.000	0.285	1.548	17.006	16.506	184.085	0.137	0.000	0.267	0.000	0.207	0.612	6.980	0.632	2.676	0.000	0.000	0.000	0.052	0.000	0.000	0.716	0.258	0.000	0.000	1.815	0.033	0.000	0.000	0.000	0.785	0.000	0.000	0.646	7.120	0.000	0.018	0.000	0.000	0.193	0.000	42.327	14.962	0.209	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000416.spe	434.00	5.37	1	0.017518	-0.011353	0.012250	0.089277	30160	3.07	0.000	0.068	0.309	0.000	0.020	0.000	0.452	1.535	17.068	16.672	183.894	0.363	0.000	0.412	0.099	0.140	0.323	7.078	0.397	2.565	0.000	0.000	0.000	0.000	0.000	0.000	0.843	0.130	0.000	0.000	1.557	0.000	0.000	0.000	0.000	0.302	0.095	0.000	0.572	6.244	0.107	0.021	0.000	0.000	0.166	0.000	40.759	15.044	0.208	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000417.spe	435.00	5.36	1	0.017517	-0.011353	0.012267	0.089277	30802	3.31	0.000	0.000	0.406	0.000	0.032	0.000	0.335	1.509	17.653	17.762	190.098	0.160	0.000	0.314	0.000	0.167	0.374	7.350	0.557	2.748	0.000	0.000	0.021	0.000	0.071	0.025	0.882	0.260	0.000	0.000	1.292	0.000	0.000	0.000	0.000	0.605	0.295	0.000	0.798	6.419	0.000	0.097	0.000	0.000	0.000	0.000	42.564	15.198	0.213	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000418.spe	436.00	5.38	1	0.017516	-0.011353	0.012267	0.089277	30729	2.99	0.000	0.093	0.360	0.000	0.039	0.033	0.390	1.411	17.491	17.761	189.176	0.000	0.000	0.431	0.144	0.196	0.463	7.287	0.815	2.838	0.000	0.000	0.011	0.000	0.032	0.056	0.818	0.283	0.000	0.000	1.504	0.071	0.000	0.000	0.123	0.688	0.392	0.000	0.549	6.945	0.000	0.000	0.000	0.000	0.220	0.000	43.367	14.846	0.211	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000419.spe	437.00	5.37	1	0.017518	-0.011353	0.012282	0.089277	30848	2.87	0.000	0.081	0.400	0.000	0.000	0.000	0.350	1.687	17.625	17.217	189.296	0.161	0.000	0.491	0.082	0.030	0.193	7.153	0.276	2.990	0.000	0.000	0.000	0.000	0.000	0.000	0.788	0.157	0.000	0.000	1.311	0.000	0.000	0.000	0.000	0.540	0.629	0.000	0.731	6.572	0.208	0.078	0.000	0.000	0.000	0.000	41.739	15.190	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000420.spe	438.00	5.37	1	0.017520	-0.011353	0.012318	0.089277	30903	2.75	0.034	0.088	0.412	0.000	0.010	0.000	0.465	1.560	17.534	17.688	190.390	0.220	0.000	0.591	0.000	0.108	0.070	7.271	0.388	2.875	0.000	0.000	0.000	0.000	0.062	0.000	0.727	0.227	0.000	0.000	1.494	0.000	0.000	0.000	0.000	0.639	0.804	0.000	0.798	6.524	0.000	0.000	0.000	0.000	0.176	0.034	40.909	15.069	0.210	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000421.spe	439.00	5.39	1	0.017520	-0.011353	0.012357	0.089277	30416	2.80	0.000	0.071	0.405	0.000	0.014	0.036	0.451	1.486	17.599	17.432	185.954	0.348	0.000	0.600	0.036	0.251	0.396	7.197	0.546	2.749	0.000	0.000	0.000	0.000	0.010	0.000	0.755	0.251	0.000	0.000	1.184	0.000	0.000	0.000	0.000	0.634	0.182	0.000	0.613	6.232	0.344	0.000	0.000	0.000	0.000	0.153	41.558	15.514	0.209	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000422.spe	440.00	5.38	1	0.017521	-0.011353	0.012334	0.089277	31196	3.08	0.000	0.105	0.374	0.000	0.000	0.000	0.243	1.756	17.772	18.383	192.765	0.297	0.000	0.506	0.203	0.150	0.591	7.437	0.399	2.672	0.000	0.040	0.000	0.068	0.000	0.000	0.786	0.424	0.000	0.000	1.675	0.000	0.000	0.000	0.000	0.666	0.012	0.029	0.645	6.317	0.044	0.251	0.000	0.000	0.052	0.000	43.499	15.258	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000423.spe	441.00	5.38	1	0.017520	-0.011353	0.012284	0.089277	31532	3.10	0.000	0.039	0.458	0.000	0.033	0.015	0.264	1.630	17.861	18.180	194.374	0.318	0.000	0.435	0.012	0.103	0.451	7.798	0.723	2.896	0.000	0.000	0.059	0.000	0.000	0.078	0.871	0.380	0.000	0.000	1.496	0.000	0.000	0.000	0.000	0.580	0.347	0.000	0.816	6.413	0.199	0.000	0.000	0.000	0.082	0.000	43.046	15.742	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000424.spe	442.00	5.39	1	0.017517	-0.011353	0.012250	0.089277	30725	2.81	0.000	0.080	0.299	0.000	0.011	0.000	0.348	1.456	16.792	17.461	188.448	0.407	0.000	0.572	0.000	0.000	0.397	7.166	0.449	2.900	0.000	0.000	0.000	0.000	0.000	0.071	0.950	0.170	0.000	0.000	1.556	0.000	0.000	0.000	0.000	0.501	0.177	0.000	0.636	7.048	0.105	0.000	0.000	0.000	0.000	0.113	42.079	15.224	0.211	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000425.spe	443.00	5.39	1	0.017519	-0.011353	0.012194	0.089277	30929	2.99	0.026	0.068	0.346	0.020	0.000	0.000	0.451	1.556	17.509	17.492	189.635	0.163	0.000	0.442	0.000	0.178	0.690	7.278	0.480	2.785	0.000	0.000	0.000	0.000	0.067	0.000	0.819	0.290	0.000	0.000	1.709	0.000	0.000	0.000	0.199	0.572	0.000	0.000	0.729	6.875	0.070	0.304	0.000	0.000	0.000	0.000	41.288	15.306	0.211	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000426.spe	444.00	5.38	1	0.017519	-0.011353	0.012057	0.089277	31487	2.96	0.000	0.090	0.356	0.017	0.024	0.000	0.357	1.575	17.909	18.584	195.326	0.279	0.000	0.477	0.035	0.081	0.481	7.431	0.368	2.699	0.000	0.000	0.000	0.000	0.000	0.092	1.016	0.306	0.000	0.000	1.410	0.000	0.000	0.000	0.000	0.382	0.000	0.000	0.814	6.796	0.000	0.099	0.000	0.000	0.000	0.120	41.182	15.658	0.213	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000427.spe	445.00	5.40	1	0.017521	-0.011353	0.012021	0.089277	30758	2.78	0.000	0.077	0.427	0.010	0.020	0.000	0.170	1.550	16.669	16.915	187.864	0.257	0.000	0.400	0.030	0.256	0.619	7.339	0.544	2.310	0.000	0.000	0.031	0.157	0.000	0.014	0.848	0.326	0.000	0.000	1.400	0.000	0.000	0.000	0.000	0.466	0.016	0.028	0.616	5.984	0.139	0.000	0.000	0.000	0.000	0.025	43.609	15.147	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000428.spe	446.00	5.40	1	0.017522	-0.011353	0.012105	0.089277	31132	2.95	0.032	0.092	0.423	0.000	0.045	0.000	0.531	1.568	17.552	17.539	191.073	0.347	0.000	0.519	0.126	0.000	0.511	7.509	0.586	2.668	0.000	0.000	0.000	0.000	0.070	0.000	0.863	0.279	0.000	0.000	1.413	0.000	0.000	0.000	0.000	0.535	0.150	0.000	0.756	6.299	0.338	0.044	0.000	0.000	0.026	0.000	43.246	15.617	0.213	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000429.spe	447.00	5.39	1	0.017521	-0.011353	0.012148	0.089277	31136	3.17	0.000	0.098	0.359	0.033	0.022	0.000	0.223	1.785	16.949	17.616	191.085	0.437	0.000	0.483	0.030	0.121	0.657	7.477	0.480	2.979	0.000	0.000	0.056	0.049	0.000	0.000	0.952	0.320	0.000	0.000	1.752	0.000	0.000	0.000	0.130	0.619	0.000	0.000	0.762	6.449	0.232	0.061	0.000	0.000	0.102	0.000	42.075	15.466	0.214	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000430.spe	448.00	5.39	1	0.017518	-0.011353	0.012176	0.089277	31391	3.05	0.000	0.033	0.370	0.000	0.033	0.000	0.111	1.591	17.445	17.512	192.715	0.442	0.000	0.455	0.000	0.125	0.354	7.407	0.504	2.768	0.000	0.000	0.000	0.146	0.000	0.000	0.823	0.348	0.000	0.000	1.853	0.000	0.000	0.000	0.000	0.745	0.104	0.000	0.611	6.464	0.011	0.000	0.000	0.000	0.160	0.000	42.895	15.830	0.214	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000431.spe	449.00	5.43	1	0.017516	-0.011353	0.012113	0.089277	30257	2.92	0.000	0.068	0.309	0.000	0.042	0.010	0.363	1.492	16.153	17.067	183.089	0.292	0.000	0.360	0.028	0.108	0.468	7.055	0.649	2.938	0.000	0.000	0.047	0.000	0.017	0.000	0.572	0.335	0.000	0.000	1.932	0.000	0.000	0.000	0.000	0.807	0.290	0.030	0.627	6.639	0.000	0.000	0.000	0.000	0.032	0.000	42.670	15.669	0.211	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000432.spe	450.00	5.40	1	0.017515	-0.011353	0.012097	0.089277	31927	3.19	0.020	0.113	0.367	0.048	0.065	0.000	0.280	1.538	17.735	18.309	197.696	0.159	0.000	0.319	0.000	0.210	0.341	7.553	0.411	2.599	0.034	0.000	0.000	0.034	0.000	0.080	0.820	0.274	0.000	0.000	1.537	0.000	0.000	0.000	0.103	0.508	0.078	0.000	0.866	7.392	0.000	0.000	0.000	0.000	0.000	0.000	43.027	15.476	0.215	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000433.spe	451.00	5.40	1	0.017517	-0.011353	0.012045	0.089277	32216	3.10	0.000	0.087	0.431	0.013	0.090	0.010	0.215	1.728	17.919	18.493	200.374	0.305	0.000	0.526	0.000	0.000	0.367	7.238	0.754	2.634	0.000	0.000	0.072	0.039	0.000	0.000	0.837	0.253	0.000	0.000	1.504	0.000	0.000	0.000	0.000	0.724	0.376	0.000	0.757	6.594	0.252	0.000	0.000	0.000	0.027	0.000	45.105	15.622	0.216	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000434.spe	452.00	5.39	1	0.017518	-0.011353	0.012177	0.089277	31480	3.01	0.000	0.049	0.334	0.010	0.000	0.000	0.193	1.586	17.634	18.195	194.319	0.264	0.000	0.460	0.114	0.215	0.228	7.291	0.654	2.511	0.000	0.000	0.000	0.090	0.000	0.016	0.844	0.316	0.000	0.000	1.297	0.000	0.000	0.000	0.097	0.564	0.601	0.000	0.623	6.314	0.031	0.000	0.000	0.000	0.039	0.000	43.397	15.869	0.213	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000435.spe	453.00	5.40	1	0.017518	-0.011353	0.012218	0.089277	30408	2.99	0.000	0.116	0.318	0.000	0.076	0.000	0.361	1.387	16.209	17.072	184.613	0.243	0.000	0.472	0.120	0.060	0.510	6.921	0.275	2.630	0.000	0.010	0.000	0.000	0.000	0.000	0.740	0.331	0.000	0.000	1.608	0.000	0.000	0.000	0.000	0.355	0.000	0.000	0.742	6.452	0.000	0.000	0.000	0.000	0.197	0.000	41.994	15.656	0.210	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000436.spe	454.00	5.40	1	0.017521	-0.011353	0.012172	0.089277	31110	2.74	0.000	0.073	0.253	0.000	0.000	0.000	0.250	1.446	17.155	17.804	192.523	0.283	0.000	0.432	0.060	0.283	0.328	7.268	0.418	2.832	0.000	0.000	0.000	0.000	0.000	0.107	0.610	0.379	0.000	0.000	1.508	0.000	0.000	0.021	0.000	0.306	0.000	0.139	0.712	6.172	0.000	0.125	0.014	0.000	0.000	0.000	41.288	15.307	0.211	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000437.spe	455.00	5.40	1	0.017523	-0.011353	0.012141	0.089277	31260	3.36	0.011	0.119	0.428	0.000	0.040	0.016	0.404	1.572	17.490	17.725	192.271	0.186	0.000	0.503	0.301	0.189	0.167	6.960	0.142	3.009	0.000	0.000	0.000	0.010	0.000	0.000	0.800	0.409	0.000	0.000	2.048	0.000	0.000	0.000	0.000	0.534	0.314	0.102	0.499	6.316	0.029	0.185	0.000	0.000	0.311	0.068	38.067	15.273	0.212	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000438.spe	456.00	5.40	1	0.017520	-0.011353	0.012156	0.089277	31392	3.01	0.000	0.100	0.388	0.031	0.059	0.000	0.397	1.488	17.329	17.929	195.381	0.399	0.000	0.470	0.000	0.034	0.446	7.490	0.526	2.919	0.000	0.015	0.000	0.000	0.026	0.032	0.900	0.553	0.000	0.000	1.487	0.000	0.000	0.000	0.000	0.552	0.115	0.171	0.626	6.297	0.226	0.000	0.000	0.000	0.000	0.000	42.416	14.634	0.215	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000439.spe	457.00	5.41	1	0.017518	-0.011353	0.012177	0.089277	31838	3.25	0.024	0.055	0.488	0.022	0.013	0.025	0.169	1.742	18.036	17.896	197.734	0.191	0.000	0.406	0.035	0.060	0.506	7.739	0.532	2.712	0.000	0.000	0.014	0.194	0.000	0.000	0.996	0.385	0.000	0.000	1.560	0.000	0.000	0.000	0.000	0.611	0.064	0.017	0.595	6.528	0.111	0.000	0.000	0.000	0.186	0.000	43.837	15.180	0.216	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000440.spe	458.00	5.39	1	0.017519	-0.011353	0.012213	0.089277	32032	3.42	0.015	0.144	0.474	0.063	0.062	0.000	0.180	1.480	18.405	18.279	200.833	0.156	0.000	0.323	0.000	0.341	0.000	7.174	0.466	3.055	0.000	0.011	0.000	0.180	0.000	0.160	0.769	0.403	0.000	0.000	1.563	0.000	0.000	0.000	0.000	0.686	0.663	0.000	0.678	6.612	0.000	0.037	0.000	0.000	0.071	0.000	42.860	16.547	0.215	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000441.spe	459.00	5.40	1	0.017520	-0.011353	0.012250	0.089277	32291	3.16	0.042	0.129	0.346	0.000	0.000	0.000	0.488	1.531	18.539	18.637	203.106	0.406	0.000	0.492	0.061	0.067	0.533	7.260	0.502	2.842	0.000	0.000	0.000	0.000	0.000	0.000	0.454	0.403	0.000	0.000	1.812	0.000	0.000	0.000	0.000	0.697	0.000	0.000	0.881	6.587	0.279	0.063	0.000	0.000	0.095	0.000	43.041	15.609	0.215	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000442.spe	460.00	5.41	1	0.017518	-0.011353	0.012303	0.089277	33373	3.05	0.025	0.086	0.441	0.014	0.000	0.000	0.267	1.511	20.042	19.770	214.353	0.174	0.000	0.508	0.084	0.311	0.342	7.641	0.602	2.826	0.000	0.000	0.011	0.000	0.000	0.000	0.818	0.241	0.000	0.000	1.614	0.000	0.000	0.000	0.000	0.569	0.283	0.000	0.805	7.317	0.105	0.000	0.000	0.000	0.209	0.000	44.812	16.261	0.219	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000443.spe	461.00	5.40	1	0.017518	-0.011353	0.012303	0.089277	31183	3.05	0.000	0.036	0.344	0.000	0.000	0.000	0.639	1.512	17.937	18.801	193.598	0.140	0.000	0.267	0.000	0.107	0.132	7.457	0.498	2.556	0.000	0.077	0.000	0.000	0.080	0.034	0.751	0.480	0.000	0.000	1.699	0.000	0.000	0.000	0.040	0.526	0.574	0.000	0.705	6.168	0.000	0.000	0.000	0.000	0.000	0.012	40.571	14.698	0.211	
