Location,Site,Section,Sample_ID,Sample_thickness,section_depth_top,section_depth_bottom,section_depth_mid,field_depth_top,field_depth_bottom,field_depth_mid,strat_depth_top,strat_depth_bottom,strat_depth_mid,depth,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,accrate_cmyr-1,water_content_pc,water_content_err,dry_mass_pc,dry_mass_err,density_gcm3,density_gcm3_err,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Kerguelen,KER3,CAT2-S3-1D,124,1.1,20.5,21.6,21.0,140.5,141.6,141,140.5,141.6,141,141.0,6140.39,7583.33,6645.71,6705.28,0.01334,87.12309456,4.356154728,12.87690544,1.287690544,0.143280482,0.014328048,866.5763325,23.6166159,1172.723456,211.0902221,10474.5502,1361.691526,551.7275601,77.24185841,34.43938134,4.132725761,1493.608743,268.8495737,0.586260213,0.041038215,5.475324783,2.956675383,2.881552952,0.403417413,8.062815032,0.725653353,1.925793289,0.031825084,1.526329795,0.244212767,123.0309909,2.460619818,21.99268344,1.099634172,0.433184163,0.009594177,0.545386709,0.016009576
Kerguelen,KER3,CAT2-S3-1D,130,1.1,28.3,29.4,28.9,148.3,149.4,148.9,148.3,149.4,148.9,148.9,6311.24,7882.19,7352.73,7297.58,0.01380,83.4661603,4.173308015,16.5338397,1.65338397,0.204227317,0.020422732,1222.908775,19.94135392,1668.833707,300.3900673,10175.81245,1322.855619,1250.404357,175.05661,58.05521047,6.966625256,1219.508653,219.5115575,0.698079854,0.04886559,6.019128737,3.250329518,4.230290494,0.592240669,9.555585218,0.86000267,2.41632612,0.015705592,4.097635166,0.655621627,124.2977188,2.485954376,62.50131563,3.125065782,1.15354469,0.027824257,1.832005149,0.060620882
Kerguelen,KER3,CAT2-S3-1D,133,1.1,32.3,33.4,32.8,152.3,153.4,152.8,152.3,153.4,152.8,152.8,6834.6,8031.45,7618.85,7580.1,0.01400,79.14295014,3.957147507,20.85704986,2.085704986,0.259005189,0.025900519,1280.920557,17.13674656,2102.277758,378.4099964,10563.03941,1373.195123,1550.668939,217.0936515,68.57980204,8.229576245,1754.957543,315.8923577,0.730675186,0.051147263,7.25278997,3.916506584,5.949248492,0.832894789,12.17608051,1.095847246,2.480050488,0.013278382,5.543690999,0.88699056,132.9506239,2.659012478,86.08478295,4.304239148,1.636861203,0.019801071,2.706906863,0.066522486
Kerguelen,KER3,CAT2-S3-1D,134,1.2,33.6,34.8,34.2,153.6,154.8,154.2,153.6,154.8,154.2,154.2,7080.12,8050.67,7705.43,7680.13,0.01400,78.72523643,3.936261822,21.27476357,2.127476357,0.213264326,0.021326433,2072.082392,16.90890785,3216.421278,578.95583,14186.97308,1844.3065,2482.480732,347.5473025,99.68880033,11.96265604,2776.371193,499.7468147,1.156587985,0.080961159,12.74073522,6.879997019,10.45175639,1.463245895,20.20440283,1.818396255,4.08125205,0.030846893,9.271372537,1.483419606,206.9438485,4.13887697,142.986496,7.1493248,2.544187882,0.056814887,4.259263486,0.162287113
Kerguelen,KER3,CAT2-S3-1D,136,1.2,36.4,37.6,37.0,156.4,157.6,157,156.4,157.6,157,157.0,7586.51,8099.01,7889.56,7880.17,0.01101,79.1153204,3.95576602,20.8846796,2.08846796,0.271911683,0.027191168,1857.566878,16.7042122,2409.761443,433.7570597,12437.46462,1616.870401,2058.571835,288.2000569,78.14911625,9.37789395,2063.954537,371.5118167,1.014040906,0.070982863,11.91900007,6.436260038,10.26088375,1.436523725,15.78135257,1.420321731,3.558893908,0.008369033,6.530373442,1.044859751,171.8039896,3.436079792,108.6647317,5.433236585,2.021403149,0.05342299,3.214978196,0.077694123
Kerguelen,KER3,CAT2-S3-1D,139,1.1,40.4,41.5,40.9,160.4,161.5,160.9,160.4,161.5,160.9,160.9,8053.52,8369.1,8240.11,8234.24,0.00644,82.8074406,4.14037203,17.1925594,1.71925594,0.19269917,0.019269917,899.7562889,15.79376191,1087.584239,195.765163,10755.33611,1398.193694,823.5410759,115.2957506,40.47458511,4.856950213,922.1577841,165.9884011,0.762922668,0.053404587,11.06659272,5.975960069,7.674057487,1.074368048,7.801664241,0.702149782,3.06917887,0.034508892,1.196850042,0.191496007,133.8686841,2.677373682,51.6087618,2.58043809,0.811815763,0.015647129,1.482233279,0.036660823
Kerguelen,KER3,CAT2-S3-1D,141,1.1,43.0,44.1,43.5,163,164.1,163.5,163,164.1,163.5,163.5,8105.97,8964.2,8682.75,8637.91,0.00644,85.08016412,4.254008206,14.91983588,1.491983588,0.160255689,0.016025569,759.0109447,12.82440637,962.7736169,173.299251,10528.61814,1368.720358,464.8436599,65.07811239,35.49509925,4.25941191,892.1897853,160.5941614,0.735314311,0.051472002,10.95410735,5.915217969,7.281443283,1.01940206,7.362706322,0.662643569,2.801323288,0.009841581,0.766206838,0.122593094,132.8334633,2.656669266,32.68616841,1.634308421,0.506222049,0.008301907,0.804243801,0.01318131
Kerguelen,KER3,CAT2-S3-1D,142,1.2,44.3,45.5,44.9,164.3,165.5,164.9,164.3,165.5,164.9,164.9,8132.45,9301.92,8921.78,8855.28,0.00644,85.40185947,4.270092973,14.59814053,1.459814053,0.142723604,0.01427236,869.8816217,7.796006076,1130.73032,203.5314576,11573.18648,1504.514242,465.2383663,65.13337128,39.76382213,4.771658656,1079.067648,194.2321766,0.851045118,0.059573158,12.37150296,6.680611598,7.973932809,1.116350593,8.349818929,0.751483704,3.268484233,0.009807805,1.004100827,0.160656132,158.8010154,3.176020308,35.9483757,1.797418785,0.569226288,0.014235084,0.8157504,0.031803637
Kerguelen,KER3,CAT2-S3-1E,150,1.0,6.5,7.5,7,166.5,167.5,167,166.5,167.5,167,167.0,8161.96,9811.23,9278.03,9181.32,0.00644,83.09062281,4.154531141,16.90937719,1.690937719,0.223544964,0.022354496,1134.926545,14.93946308,1320.408365,237.6735057,12213.0194,1587.692522,824.966145,115.4952603,49.16188154,5.899425785,962.6720227,173.2809641,0.779826419,0.054587849,13.51243096,7.296712718,9.490423637,1.328659309,8.318544287,0.748668986,3.601412105,0.017615573,1.1035724,0.176571584,162.2061418,3.244122836,52.72711269,2.636355635,0.658373453,0.010693771,1.34661725,0.035306393
Kerguelen,KER3,CAT2-S3-1E,152,1.1,9.1,10.2,9.6,169.1,170.2,169.6,169.1,170.2,169.6,169.6,8198.6,10450.82,9719.49,9584.99,0.00880,83.71946693,4.185973346,16.28053307,1.628053307,0.164945758,0.016494576,1627.756741,46.45102256,1998.212264,359.6782075,16966.12573,2205.596345,1131.044645,158.3462503,76.21539977,9.145847972,2348.961834,422.8131301,1.362159166,0.095351142,20.45200621,11.04408335,13.75191128,1.925267579,14.86451,1.3378059,4.496497572,0.085680679,2.065153229,0.330424517,252.3308725,5.04661745,73.90718256,3.695359128,1.016888381,0.017053924,1.798011448,0.025656192
Kerguelen,KER3,CAT2-S3-1E,156,1.1,14.6,15.7,15.1,174.6,175.7,175.1,174.6,175.7,175.1,175.1,9571.4,10649.92,10263.49,10209.96,0.00906,84.93638482,4.246819241,15.06361518,1.506361518,0.16626258,0.016626258,978.4730299,22.82359474,1283.586316,231.0455369,11679.15184,1518.289739,493.835685,69.1369959,42.00968918,5.041162702,1655.247904,297.9446227,0.727182174,0.050902752,10.59774057,5.722779908,5.900840785,0.82611771,7.409196191,0.666827657,2.59338275,0.003616691,1.239803204,0.198368513,146.3233767,2.926467534,37.80938757,1.890469379,0.311914245,0.00407492,0.838262554,0.031831583
Kerguelen,KER3,CAT2-S3-1E,158,1.1,17.2,18.3,17.8,177.2,178.3,177.8,177.2,178.3,177.8,177.8,10231.17,10714.77,10520.45,10507.95,0.00906,81.19700028,4.059850014,18.80299972,1.880299972,0.204684829,0.020468483,955.2522967,23.90938159,1186.056597,213.4901875,10593.10427,1377.103555,541.1782668,75.76495735,45.03243353,5.403892024,4196.122168,755.3019902,1.156498194,0.080954874,11.29587326,6.09977156,8.749783869,1.224969742,13.53520131,1.218168118,2.32261959,0.033619508,1.357751212,0.217240194,125.1519053,2.503038106,49.06428939,2.45321447,0.569903606,0.014541604,1.437430765,0.033877526
Kerguelen,KER3,CAT2-S3-1E,159,1.0,18.6,19.6,19.1,178.6,179.6,179.1,178.6,179.6,179.1,179.1,10413.47,10785.08,10659.08,10651.42,0.03581,82.88620776,4.144310388,17.11379224,1.711379224,0.124613079,0.012461308,1353.816198,20.86823734,956.4968488,172.1694328,9607.16883,1248.931948,363.0065924,50.82092294,32.82676736,3.939212083,2097.411436,377.5340585,0.853831839,0.059768229,7.457837511,4.027232256,4.407188324,0.617006365,9.220712284,0.829864106,2.059777014,0.003946069,0.717833958,0.114853433,109.4298921,2.188597842,40.56232656,2.028116328,0.376849951,0.009565165,1.101122384,0.028016613
Kerguelen,KER3,CAT2-S3-1E,163,1.1,23.8,24.9,24.3,183.8,184.9,184.3,183.8,184.9,184.3,184.3,10573.88,10999.42,10799.15,10796.64,0.09372,70.79523684,3.539761842,29.20476316,2.920476316,0.365683349,0.036568335,1095.369349,5.975903067,28404.1912,5112.754416,9637.612103,1252.889573,2640.113003,369.6158204,390.1614629,46.81937555,11542.31551,2077.616792,0.442215771,0.030955104,2.341268423,1.264284948,4.336218703,0.607070618,118.9866526,10.70879873,1.708629311,0.018194985,75.21650139,12.03464022,43.73690339,0.874738068,375.2701178,18.76350589,10.0745645,0.151729759,8.289948824,0.236261752
Kerguelen,KER3,CAT2-S3-1E,165,1.1,26.4,27.5,27.0,186.4,187.5,187,186.4,187.5,187,187.0,10596.23,11022.96,10829.7,10825.45,0.08990,87.00061516,4.350030758,12.99938484,1.299938484,0.167867016,0.016786702,2211.185287,111.0532291,997.6136229,179.5704521,9116.045845,1185.08596,867.4628485,121.4447988,24.26747918,2.912097502,2793.517809,502.8332056,1.391187562,0.097383129,7.95662022,4.296574919,5.898747032,0.825824584,20.40517355,1.83646562,3.461169831,0.125815508,0.590156647,0.094425064,91.72627388,1.834525478,149.0322419,7.451612095,2.815757104,0.047755871,4.218168915,0.070219455
Kerguelen,KER3,CAT2-S3-1E,168,1.1,30.4,31.5,30.9,190.4,191.5,190.9,190.4,191.5,190.9,190.9,10638.76,11066.99,10871.47,10868.83,0.07917,72.78403766,3.639201883,27.21596234,2.721596234,0.359404485,0.035940448,4466.088948,23.11352038,18363.9166,3305.504988,11081.24965,1440.562455,2657.03495,371.984893,156.345027,18.76140324,4685.263824,843.3474883,0.770566552,0.053939659,4.147415448,2.239604342,3.077501979,0.430850277,27.9689,2.517201,1.136569079,0.009248271,35.06414579,5.610263326,94.3121603,1.886243206,181.1907224,9.05953612,4.840212489,0.054031257,4.329985578,0.072571371
Kerguelen,KER3,CAT2-S3-1E,171,1.0,34.0,35.0,34.5,194,195,194.5,194,195,194.5,194.5,10699.64,11087.37,10921.91,10914.3,0.07916,80.31948753,4.015974377,19.68051247,1.968051247,0.196567954,0.019656795,6639.567284,88.90175615,2582.837915,464.9108247,15402.38837,2002.310488,2445.179433,342.3251206,80.49366959,9.659240351,3019.351972,543.483355,2.495460469,0.174682233,14.78209106,7.982329172,6.647074218,0.930590391,42.63542732,3.837188459,4.410212004,0.044240702,5.22738231,0.83638117,208.7810778,4.175621556,308.4077906,15.42038953,2.405893941,0.030753315,8.301760139,0.129229767
Kerguelen,KER3,CAT2-S3-1E,174,0.9,37.7,38.6,38.1,197.7,198.6,198.1,197.7,198.6,198.1,198.1,10734.4,11118.43,10973.47,10959.78,0.07330,38.99424429,1.949712215,61.00575571,6.100575571,1.083642836,0.108364284,1521.028847,12.82669364,38386.72772,6909.61099,11835.48443,1538.612976,2701.145029,378.1603041,296.0413566,35.52496279,10949.68509,1970.943316,2.559258484,0.179148094,4.315492745,2.330366082,6.066381953,0.849293473,54.94178027,4.944760224,1.495458498,0.010342179,56.48226198,9.037161917,50.30182718,1.006036544,236.657087,11.83285435,7.667972698,0.205352673,4.509461909,0.164132689
Kerguelen,KER3,CAT2-S3-1E,177,1.1,41.6,42.7,42.1,201.6,202.7,202.1,201.6,202.7,202.1,202.1,10808.21,11154.19,11028.51,11014.35,0.06868,74.72257607,3.736128804,25.27742393,2.527742393,0.348504425,0.034850443,5811.468602,97.38047203,5185.884967,933.4592941,8912.586825,1158.636287,2013.3191,281.864674,126.2715705,15.15258846,5241.125535,943.4025963,1.716659161,0.120166141,10.9175411,5.895472194,13.11197215,1.835676101,76.3419094,6.870771846,3.142736893,0.046023733,15.78377328,2.525403725,81.49647786,1.629929557,605.8587744,30.29293872,6.508348334,0.187069301,13.5573061,0.425656905
Kerguelen,KER3,CAT2-S3-1E,181,1.1,47.0,48.1,47.5,207,208.1,207.5,207,208.1,207.5,207.5,10887.04,11188.22,11110.68,11092.98,0.01844,83.44270809,4.172135405,16.55729191,1.655729191,0.205460125,0.020546013,1863.008259,3.652083975,2111.546111,380.0783,9632.985674,1252.288138,925.9678774,129.6355028,54.61148695,6.553378434,9051.448288,1629.260692,10.43196843,0.73023779,27.65214913,14.93216053,5.623204587,0.787248642,89.9339509,8.094055581,3.499726485,0.025692812,2.277013402,0.364322144,91.41696835,1.828339367,195.2366924,9.76183462,0.907326798,0.020335169,4.462238924,0.078849116
Marion Island,PB1,PB1_1A,4,1.3,5.0,6.3,5.65,5,6.3,5.7,5,6.3,5.7,5.7,-35.01,534.97,111.11,147.84,0.02554,71.58035749,3.579017875,28.41964251,2.841964251,0.360788755,0.036078875,1771.848926,14.3519763,2134.314662,384.1766392,3780.755735,491.4982456,483.9049853,67.74669794,90.58997647,10.87079718,3050.532794,549.0959029,1.690889426,0.11836226,3.447393088,1.861592268,9.794512059,1.371231688,32.22505588,2.900255029,0.439985779,0.031282989,0.868594897,0.138975184,81.06532941,1.621306588,6.897431912,0.344871596,0.673868779,0.02762862,0.096780997,0.006223018
Marion Island,PB1,PB1_1A,7,1.3,9.8,11.1,10.4,9.8,11.1,10.4,9.8,11.1,10.4,10.4,28.2,833.66,299.48,331.9,0.02777,29.61002281,1.480501141,70.38997719,7.038997719,1.012276019,0.101227602,2015.155225,11.48638479,2089.942677,376.1896819,6525.57179,848.3243327,1408.35037,197.1690518,86.46016016,10.37521922,7851.216036,1413.218886,2.851308267,0.199591579,5.334838241,2.88081265,13.40015169,1.876021237,31.8213276,2.863919484,0.827647802,0.02805726,1.338842032,0.214214725,104.8784032,2.097568064,17.18644975,0.859322488,1.466127343,0.066708794,0.209170238,0.002593711
Marion Island,PB1,PB1_1A,9,1.2,12.6,13.8,13.2,12.6,13.8,13.2,12.6,13.8,13.2,13.2,80.23,959.32,402.66,432.72,0.02685,75.74731616,3.787365808,24.25268384,2.425268384,0.292144605,0.02921446,2317.433526,9.73322081,1779.04261,320.2276698,4940.432966,642.2562856,1241.462931,173.8048103,55.81310149,6.697572179,8344.923993,1502.086319,2.134905215,0.149443365,5.589422519,3.01828816,11.97926549,1.677097169,24.29654636,2.186689172,0.948065571,0.028821193,1.014046175,0.162247388,94.53614478,1.890722896,15.76503787,0.788251894,1.791481576,0.048370003,0.201727586,0.005971137
Marion Island,PB1,PB1_1A,14,1.3,19.4,20.7,20.1,19.4,20.7,20.1,19.4,20.7,20.1,20.1,228.56,1313.17,661.77,689.71,0.02647,71.91050025,3.595525013,28.08949975,2.808949975,0.345137645,0.034513765,2802.907849,40.92245459,1462.794157,263.3029483,6131.18343,797.0538459,2277.256134,318.8158588,62.90213663,7.548256396,10691.94331,1924.549796,2.998855814,0.209919907,8.261052616,4.460968413,11.24002965,1.573604151,21.32425029,1.919182526,1.08566532,0.017044946,1.446039186,0.23136627,92.32272965,1.846454593,27.06353779,1.35317689,1.296380378,0.039021049,0.380536628,0.006811606
Marion Island,PB1,PB1_1A,16,1.2,22.3,23.5,22.9,22.3,23.5,22.9,22.3,23.5,22.9,22.9,314.15,1415.92,774.81,795.48,0.02647,67.13543578,3.356771789,32.86456422,3.286456422,0.603070633,0.060307063,2178.116521,16.33587391,1354.604703,243.8288465,6943.504909,902.6556382,2862.642661,400.7699725,71.5155,8.58186,7986.619879,1437.591578,3.571440727,0.250000851,7.700557879,4.158301255,11.60429285,1.624600999,22.50065448,2.025058903,0.920888479,0.033336163,1.729952721,0.276792435,111.3330188,2.226660376,33.63395636,1.681697818,1.292769079,0.059984485,0.46145557,0.006183505
Marion Island,PB1,PB1_1A,17,1.2,23.7,24.9,24.3,23.7,24.9,24.3,23.7,24.9,24.3,24.3,337.82,1490.56,829.78,848.37,0.02684,68.52043629,3.426021815,31.47956371,3.147956371,0.434378762,0.043437876,1821.540325,33.33418795,1102.266789,198.408022,6534.507184,849.4859339,2202.675675,308.3745945,65.84935956,7.901923147,8570.237082,1542.642675,3.434464783,0.240412535,8.044716196,4.344146746,11.43140635,1.600396889,21.58351439,1.942516295,0.926562331,0.042529211,1.406166493,0.224986639,101.3618316,2.027236632,27.17845392,1.358922696,1.162250486,0.027661562,0.366802962,0.020394245
Marion Island,PB1,PB1_1A,22,1.2,30.4,31.6,31.0,30.4,31.6,31,30.4,31.6,31,31.0,513.78,1760.4,1080.71,1098,0.02650,59.52633489,2.976316744,40.47366511,4.047366511,0.771593844,0.077159384,2089.857912,48.06673198,1144.77978,206.0603604,8345.148352,1084.869286,2912.205495,407.7087693,83.23987912,9.988785494,8371.598901,1506.887802,4.068094505,0.284766615,8.92706044,4.820612638,13.55326154,1.897456616,18.08953077,1.628057769,1.093994725,0.050651956,1.945437912,0.311270066,129.978,2.59956,34.46506593,1.723253297,1.114361648,0.037331115,0.51366967,0.021368658
Marion Island,PB1,PB1_1A,28,1.3,38.5,39.8,39.2,38.5,39.8,39.2,38.5,39.8,39.2,39.2,767.05,2122.31,1394.57,1407.47,0.02709,63.18099355,3.159049677,36.81900645,3.681900645,0.587799686,0.058779969,2797.116997,28.81030507,3227.770248,580.9986446,23434.69076,3046.509799,10129.00989,1418.061385,323.9125641,38.86950769,26108.88564,4699.599415,12.9706968,0.907948776,23.03441319,12.43858312,33.18613386,4.64605874,52.60385462,4.734346916,1.368892536,0.05311303,6.18584993,0.989735989,270.9112707,5.418225414,116.7050439,5.835252195,1.629214904,0.079179844,1.383938431,0.01979032
Marion Island,PB1,PB1_1A,32,1.3,44.0,45.3,44.7,44,45.3,44.7,44,45.3,44.7,44.7,923.43,2350.22,1597.9,1610.52,0.02620,58.6261659,2.931308295,41.3738341,4.13738341,0.743284189,0.074328419,3466.27432,21.49090078,4573.268115,823.1882607,37810.7568,4915.398384,15989.14162,2238.479827,523.7464391,62.84957269,41892.79642,7540.703356,18.97802487,1.328461741,31.2414405,16.87037787,45.7672747,6.407418458,87.38332267,7.86449904,1.831382859,0.049081061,8.593039332,1.374886293,385.7181504,7.714363008,197.5983924,9.87991962,2.513567785,0.084455878,2.310849547,0.021721986
Marion Island,PB1,PB1_1B,39,1.2,6.4,7.6,7,46.4,47.6,47,46.4,47.6,47,47.0,1017.37,2449.54,1686.77,1698.31,0.02604,72.32539759,3.61626988,27.67460241,2.767460241,0.506365094,0.050636509,3335.001167,42.35451482,4438.860201,798.9948362,35780.25835,4651.433586,14153.99091,1981.558727,517.3790221,62.08548265,41782.67485,7520.881473,22.23236511,1.556265558,41.34347364,22.32547577,44.24220161,6.193908225,77.76789376,6.999110438,1.848744282,0.079680879,8.614199678,1.378271948,341.4057384,6.828114768,176.5003252,8.82501626,2.112265006,0.046047377,2.09557536,0.047779118
Marion Island,PB1,PB1_1B,41,1.2,9.3,10.5,9.9,49.3,50.5,49.9,49.3,50.5,49.9,49.9,1108.64,2580.81,1802.32,1809.68,0.02674,73.26248768,3.663124384,26.73751232,2.673751232,0.377380815,0.037738081,2971.379152,50.8105835,8579.334172,1544.280151,60397.75166,7851.707716,19379.59354,2713.143096,1055.296149,126.6355379,74332.03609,13379.7665,35.14007772,2.45980544,47.34327699,25.56536957,50.31560728,7.044185019,103.8651099,9.347859891,1.56653696,0.01864179,16.4500648,2.632010368,511.7163841,10.23432768,243.6359699,12.1817985,2.406874182,0.036584488,2.656549927,0.046489624
Marion Island,PB1,PB1_1B,42,1.2,10.6,11.8,11.2,50.6,51.8,51.2,50.6,51.8,51.2,51.2,1169.61,2618.79,1851.36,1858.3,0.02680,75.70263466,3.785131733,24.29736534,2.429736534,0.371069084,0.037106908,3346.770986,19.74594882,6114.128317,1100.543097,51827.23723,6737.54084,18233.81632,2552.734285,880.5487604,105.6658512,65826.87683,11848.83783,32.34773869,2.264341708,72.51241901,39.15670627,51.72438273,7.241413582,95.36897347,8.583207612,1.670242717,0.153328281,11.75398313,1.880637301,440.388663,8.80777326,228.9655343,11.44827672,2.377081663,0.044926843,2.600504483,0.037707315
Marion Island,PB1,PB1_1B,44,1.2,13.3,14.5,13.9,53.3,54.5,53.9,53.3,54.5,53.9,53.9,1266.41,2707.09,1950.3,1959.04,0.02689,68.98881969,3.449440984,31.01118031,3.101118031,0.530621874,0.053062187,3365.840353,31.63889932,6085.950991,1095.471178,50668.12079,6586.855703,17231.49344,2412.409082,807.1621441,96.85945729,61529.99604,11075.39929,44.30881777,3.101617244,85.66749658,46.26044815,55.39246919,7.754945687,97.01418486,8.731276637,2.570540656,0.168370413,12.38336299,1.981338078,437.9821679,8.759643358,218.5784771,10.92892386,2.327618375,0.025603802,2.462231359,0.018959181
Marion Island,PB1,PB1_1B,45,1.1,14.7,15.8,15.2,54.7,55.8,55.2,54.7,55.8,55.2,55.2,1306.48,2761.21,2000.83,2007.38,0.02743,80.10647259,4.005323629,19.89352741,1.989352741,0.315063631,0.031506363,3437.240636,69.08853679,5971.77161,1074.91889,52137.26958,6777.845045,17539.18581,2455.486013,795.0788946,95.40946735,62090.22227,11176.24001,46.36802899,3.245762029,110.4083356,59.62050122,54.30724473,7.603014262,99.41379483,8.947241535,2.449467948,0.026209307,11.91461022,1.906337635,460.3240616,9.206481232,220.0644131,11.00322066,2.579087797,0.093878796,2.439052068,0.07683014
Marion Island,PB1,PB1_1B,46,1.7,16.0,17.7,16.8,56,57.7,56.8,56,57.7,56.8,56.8,1366.64,2815.74,2061.65,2065.72,0.02714,72.9454191,3.647270955,27.0545809,2.70545809,0.402178631,0.040217863,3104.202715,50.90892453,7275.637169,1309.61469,59688.22795,7759.469634,18368.00203,2571.520284,966.1091978,115.9331037,69022.61633,12424.07094,36.58043093,2.560630165,62.43668675,33.71581085,62.48854446,8.748396224,98.6333706,8.877003354,1.797388341,0.015817017,14.90909256,2.38545481,498.3007666,9.966015332,235.4340181,11.77170091,2.613110171,0.120203068,2.550362338,0.042591051
Marion Island,PB1,PB1_1B,52,1.1,24.3,25.4,24.9,64.3,65.4,64.9,64.3,65.4,64.9,64.9,1628.46,3102.28,2361.38,2364.12,0.02588,56.09126618,2.804563309,43.90873382,4.390873382,0.795053383,0.079505338,3520.208785,32.03389995,5582.114343,1004.780582,53503.31048,6955.430362,19759.52586,2766.33362,675.5517271,81.06620725,55145.10882,9926.119588,23.6322384,1.654256688,37.44748852,20.2216438,48.02260133,6.723164186,97.63871281,8.787484153,2.140132419,0.043444688,10.19846496,1.631754394,551.4510882,11.02902176,232.6041937,11.63020969,2.834516539,0.074264333,2.666956532,0.052805739
Marion Island,PB1,PB1_1B,54,1.2,26.9,28.1,27.5,66.9,68.1,67.5,66.9,68.1,67.5,67.5,1737.58,3192.04,2465.03,2464.58,0.02662,48.46093102,2.423046551,51.53906898,5.153906898,0.698967031,0.069896703,3656.8049,24.50059283,5139.243725,925.0638705,48214.4705,6267.881165,20035.274,2804.93836,622.734525,74.728143,49708.5435,8947.53783,21.47423775,1.503196643,44.00779775,23.76421079,44.9569015,6.29396621,85.7867325,7.720805925,2.013936925,0.023361668,10.06049975,1.60967996,496.7792725,9.93558545,260.6667525,13.03333763,2.8975219,0.073597056,3.177354425,0.068948591
Marion Island,PB1,PB1_1B,57,1.2,30.8,32.0,31.4,70.8,72,71.4,70.8,72,71.4,71.4,1886.66,3337.51,2608.11,2611.07,0.02775,77.24749825,3.862374912,22.75250175,2.275250175,0.269401567,0.026940157,3637.676025,29.1014082,5962.569172,1073.262451,47830.07389,6217.909606,21583.66777,3021.713488,706.3493503,84.76192204,57544.1121,10357.94018,22.93900739,1.605730517,31.66776459,17.10059288,44.4717921,6.226050894,102.3212025,9.208908225,2.101007694,0.072274665,10.71782217,1.714851547,524.5580637,10.49116127,268.1074548,13.40537274,3.108954803,0.133685057,3.076574675,0.030458089
Marion Island,PB1,PB1_1B,62,1.2,37.7,38.9,38.3,77.7,78.9,78.3,77.7,78.9,78.3,78.3,2143.04,3561.51,2867.52,2859.68,0.02743,70.96204823,3.548102411,29.03795177,2.903795177,0.390327941,0.039032794,4426.458219,30.09991589,5264.353752,947.5836754,38970.60587,5066.178763,20092.56561,2812.959185,575.5242044,69.06290453,52812.80934,9506.305681,24.17201658,1.692041161,37.3921461,20.19175889,39.51227571,5.531718599,94.45367825,8.500831043,2.185722438,0.099887515,9.441136029,1.510581765,465.9206978,9.318413956,253.3576038,12.66788019,2.96648873,0.032631376,2.997380838,0.091120377
Marion Island,PB1,PB1_1B,64,1.1,40.4,41.5,41.0,80.4,81.5,81,80.4,81.5,81,81.0,2240.43,3641.71,2965.83,2958.1,0.02761,76.82229633,3.841114817,23.17770367,2.317770367,0.224223708,0.022422371,5049.590412,19.69340261,3567.259715,642.1067487,32020.30072,4162.639094,17955.59469,2513.783257,456.6288204,54.79545845,43148.48701,7766.727662,17.92500594,1.254750416,31.24334654,16.87140713,43.98661868,6.158126615,83.81316773,7.543185096,2.185871885,0.034099601,6.637758174,1.062041308,386.5194115,7.73038823,239.2040042,11.96020021,2.949367019,0.045420252,2.908989873,0.021235626
Marion Island,PB1,PB1_1B,65,1.1,41.7,42.8,42.3,81.7,82.8,82.3,81.7,82.8,82.3,82.3,2287.27,3677.47,3013.23,3005.18,0.02761,63.82257046,3.191128523,36.17742954,3.617742954,0.599604911,0.059960491,4288.02736,95.19420738,4342.971443,781.7348597,36077.95721,4690.134437,18292.79638,2560.991493,514.981336,61.79776032,43519.29717,7833.473491,18.86015376,1.320210763,30.47007742,16.45384181,40.27640183,5.638696256,88.38830769,7.954947692,2.101611181,0.145221333,7.745921289,1.239347406,428.9221796,8.578443592,235.6026175,11.78013088,2.894717077,0.04921019,2.759745742,0.046363728
Marion Island,PB1,PB1_1B,66,1.1,43.0,44.1,43.6,83,84.1,83.6,83,84.1,83.6,83.6,2337.27,3724.11,3061.53,3052.26,0.02761,76.8334819,3.841674095,23.1665181,2.31665181,0.298078963,0.029807896,4253.96919,91.03494066,4009.199321,721.6558778,33623.07526,4370.999784,16696.80175,2337.552245,479.1042361,57.49250833,43807.25015,7885.305027,18.06270504,1.264389353,29.45980204,15.9082931,41.21203391,5.769684747,79.16775438,7.125097894,2.218773296,0.020856469,7.807503175,1.249200508,400.1003901,8.002007802,227.6687595,11.38343798,2.690829471,0.036057115,2.696839445,0.038025436
